id,neighborhood,radius,mean_neighbor_count,median_neighbor_count,n_residues
ADI-46677,CENTROID,5.0,2.6,3.0,225
ADI-46677,CENTROID,6.0,4.786666666666667,5.0,225
ADI-46677,CENTROID,7.5,8.377777777777778,8.0,225
ADI-46677,CENTROID,8.0,9.835555555555555,10.0,225
ADI-46677,CENTROID,10.0,17.72888888888889,17.0,225
ADI-46677,CLOSEST_SC,4.0,3.4,3.0,225
ADI-46677,CLOSEST_SC,5.0,5.826666666666667,5.0,225
ADI-46677,CLOSEST_SC,6.0,8.84,8.0,225
ADI-46677,CLOSEST_SC,7.5,13.737777777777778,13.0,225
ADI-46677,CLOSEST_SC,8.0,15.746666666666666,15.0,225
ADI-46677,CLOSEST_SC,10.0,25.73777777777778,25.0,225
ADI-46678,CENTROID,4.0,1.219298245614035,1.0,228
ADI-46678,CENTROID,5.0,2.6140350877192984,2.5,228
ADI-46678,CENTROID,6.0,4.657894736842105,5.0,228
ADI-46678,CENTROID,7.5,8.473684210526315,8.0,228
ADI-46678,CENTROID,8.0,9.657894736842104,9.5,228
ADI-46678,CENTROID,10.0,17.771929824561404,17.0,228
ADI-46678,CLOSEST_SC,4.0,3.3596491228070176,3.0,228
ADI-46678,CLOSEST_SC,5.0,5.7368421052631575,5.0,228
ADI-46678,CLOSEST_SC,6.0,8.68421052631579,8.0,228
ADI-46678,CLOSEST_SC,7.5,13.649122807017545,13.0,228
ADI-46678,CLOSEST_SC,8.0,15.701754385964913,15.0,228
ADI-46678,CLOSEST_SC,10.0,25.526315789473685,24.0,228
ADI-46682,CENTROID,4.0,1.2331838565022422,1.0,223
ADI-46682,CENTROID,5.0,2.5336322869955157,2.0,223
ADI-46682,CENTROID,6.0,4.820627802690583,5.0,223
ADI-46682,CENTROID,7.5,8.443946188340806,8.0,223
ADI-46682,CENTROID,8.0,9.690582959641256,10.0,223
ADI-46682,CENTROID,10.0,17.708520179372197,17.0,223
ADI-46682,CLOSEST_SC,4.0,3.367713004484305,3.0,223
ADI-46682,CLOSEST_SC,5.0,5.9058295964125564,5.0,223
ADI-46682,CLOSEST_SC,6.0,8.865470852017937,8.0,223
ADI-46682,CLOSEST_SC,7.5,13.538116591928251,12.0,223
ADI-46682,CLOSEST_SC,8.0,15.708520179372197,15.0,223
ADI-46682,CLOSEST_SC,10.0,25.699551569506728,24.0,223
ADI-46684,CENTROID,4.0,1.1680672268907564,1.0,238
ADI-46684,CENTROID,5.0,2.588235294117647,2.0,238
ADI-46684,CENTROID,6.0,4.663865546218488,5.0,238
ADI-46684,CENTROID,7.5,8.394957983193278,8.0,238
ADI-46684,CENTROID,8.0,9.747899159663865,9.0,238
ADI-46684,CENTROID,10.0,17.69747899159664,18.0,238
ADI-46684,CLOSEST_SC,4.0,3.361344537815126,3.0,238
ADI-46684,CLOSEST_SC,5.0,5.739495798319328,5.0,238
ADI-46684,CLOSEST_SC,6.0,8.571428571428571,8.0,238
ADI-46684,CLOSEST_SC,7.5,13.781512605042018,13.0,238
ADI-46684,CLOSEST_SC,8.0,15.739495798319327,15.0,238
ADI-46684,CLOSEST_SC,10.0,25.596638655462186,24.0,238
ADI-46685,CENTROID,4.0,1.1904761904761905,1.0,231
ADI-46685,CENTROID,5.0,2.5844155844155843,2.0,231
ADI-46685,CENTROID,6.0,4.670995670995671,5.0,231
ADI-46685,CENTROID,7.5,8.445887445887445,8.0,231
ADI-46685,CENTROID,8.0,9.735930735930737,10.0,231
ADI-46685,CENTROID,10.0,17.7012987012987,17.0,231
ADI-46685,CLOSEST_SC,4.0,3.380952380952381,3.0,231
ADI-46685,CLOSEST_SC,5.0,5.779220779220779,5.0,231
ADI-46685,CLOSEST_SC,6.0,8.593073593073592,8.0,231
ADI-46685,CLOSEST_SC,7.5,13.606060606060606,13.0,231
ADI-46685,CLOSEST_SC,8.0,15.787878787878787,15.0,231
ADI-46685,CLOSEST_SC,10.0,25.545454545454547,24.0,231
ADI-46689,CENTROID,4.0,1.1704035874439462,1.0,223
ADI-46689,CENTROID,5.0,2.6053811659192827,2.0,223
ADI-46689,CENTROID,6.0,4.748878923766816,5.0,223
ADI-46689,CENTROID,7.5,8.515695067264573,9.0,223
ADI-46689,CENTROID,8.0,9.762331838565023,10.0,223
ADI-46689,CENTROID,10.0,17.717488789237667,17.0,223
ADI-46689,CLOSEST_SC,4.0,3.3946188340807173,3.0,223
ADI-46689,CLOSEST_SC,5.0,5.807174887892376,5.0,223
ADI-46689,CLOSEST_SC,6.0,8.659192825112108,8.0,223
ADI-46689,CLOSEST_SC,7.5,13.565022421524663,13.0,223
ADI-46689,CLOSEST_SC,8.0,15.780269058295964,14.0,223
ADI-46689,CLOSEST_SC,10.0,25.484304932735427,24.0,223
ADI-46690,CENTROID,4.0,1.1900452488687783,1.0,221
ADI-46690,CENTROID,5.0,2.6018099547511313,2.0,221
ADI-46690,CENTROID,6.0,4.710407239819005,5.0,221
ADI-46690,CENTROID,7.5,8.339366515837105,8.0,221
ADI-46690,CENTROID,8.0,9.705882352941176,9.0,221
ADI-46690,CENTROID,10.0,17.443438914027148,17.0,221
ADI-46690,CLOSEST_SC,4.0,3.3891402714932126,3.0,221
ADI-46690,CLOSEST_SC,5.0,5.733031674208145,5.0,221
ADI-46690,CLOSEST_SC,6.0,8.701357466063348,8.0,221
ADI-46690,CLOSEST_SC,7.5,13.479638009049774,13.0,221
ADI-46690,CLOSEST_SC,8.0,15.552036199095022,14.0,221
ADI-46690,CLOSEST_SC,10.0,25.56108597285068,24.0,221
ADI-46691,CENTROID,4.0,1.1428571428571428,1.0,224
ADI-46691,CENTROID,5.0,2.5625,2.0,224
ADI-46691,CENTROID,6.0,4.723214285714286,5.0,224
ADI-46691,CENTROID,7.5,8.357142857142858,8.0,224
ADI-46691,CENTROID,8.0,9.714285714285714,10.0,224
ADI-46691,CENTROID,10.0,17.5625,17.0,224
ADI-46691,CLOSEST_SC,4.0,3.455357142857143,3.0,224
ADI-46691,CLOSEST_SC,5.0,5.821428571428571,5.0,224
ADI-46691,CLOSEST_SC,6.0,8.633928571428571,8.0,224
ADI-46691,CLOSEST_SC,7.5,13.625,12.0,224
ADI-46691,CLOSEST_SC,8.0,15.75,15.0,224
ADI-46691,CLOSEST_SC,10.0,25.473214285714285,24.0,224
ADI-46692,CENTROID,4.0,1.1850220264317182,1.0,227
ADI-46692,CENTROID,5.0,2.594713656387665,2.0,227
ADI-46692,CENTROID,6.0,4.744493392070485,5.0,227
ADI-46692,CENTROID,7.5,8.383259911894273,8.0,227
ADI-46692,CENTROID,8.0,9.863436123348018,10.0,227
ADI-46692,CENTROID,10.0,17.6079295154185,17.0,227
ADI-46692,CLOSEST_SC,4.0,3.502202643171806,3.0,227
ADI-46692,CLOSEST_SC,5.0,5.845814977973569,5.0,227
ADI-46692,CLOSEST_SC,6.0,8.674008810572687,8.0,227
ADI-46692,CLOSEST_SC,7.5,13.625550660792952,13.0,227
ADI-46692,CLOSEST_SC,8.0,15.704845814977974,15.0,227
ADI-46692,CLOSEST_SC,10.0,25.643171806167402,24.0,227
ADI-46693,CENTROID,4.0,1.1687763713080168,1.0,237
ADI-46693,CENTROID,5.0,2.586497890295359,2.0,237
ADI-46693,CENTROID,6.0,4.780590717299578,5.0,237
ADI-46693,CENTROID,7.5,8.324894514767932,8.0,237
ADI-46693,CENTROID,8.0,9.565400843881857,9.0,237
ADI-46693,CENTROID,10.0,17.548523206751057,17.0,237
ADI-46693,CLOSEST_SC,4.0,3.438818565400844,3.0,237
ADI-46693,CLOSEST_SC,5.0,5.9451476793248945,5.0,237
ADI-46693,CLOSEST_SC,6.0,8.755274261603375,8.0,237
ADI-46693,CLOSEST_SC,7.5,13.79324894514768,13.0,237
ADI-46693,CLOSEST_SC,8.0,15.767932489451477,15.0,237
ADI-46693,CLOSEST_SC,10.0,25.649789029535864,24.0,237
ADI-46695,CENTROID,4.0,1.1938325991189427,1.0,227
ADI-46695,CENTROID,5.0,2.6387665198237884,2.0,227
ADI-46695,CENTROID,6.0,4.832599118942731,5.0,227
ADI-46695,CENTROID,7.5,8.515418502202643,9.0,227
ADI-46695,CENTROID,8.0,9.916299559471366,10.0,227
ADI-46695,CENTROID,10.0,18.030837004405285,17.0,227
ADI-46695,CLOSEST_SC,4.0,3.4757709251101323,3.0,227
ADI-46695,CLOSEST_SC,5.0,5.995594713656388,5.0,227
ADI-46695,CLOSEST_SC,6.0,8.814977973568283,8.0,227
ADI-46695,CLOSEST_SC,7.5,13.845814977973568,13.0,227
ADI-46695,CLOSEST_SC,8.0,15.872246696035242,15.0,227
ADI-46695,CLOSEST_SC,10.0,26.030837004405285,26.0,227
ADI-46696,CENTROID,4.0,1.206008583690987,1.0,233
ADI-46696,CENTROID,5.0,2.536480686695279,2.0,233
ADI-46696,CENTROID,6.0,4.742489270386266,5.0,233
ADI-46696,CENTROID,7.5,8.339055793991417,8.0,233
ADI-46696,CENTROID,8.0,9.626609442060087,10.0,233
ADI-46696,CENTROID,10.0,17.824034334763947,17.0,233
ADI-46696,CLOSEST_SC,4.0,3.3433476394849784,3.0,233
ADI-46696,CLOSEST_SC,5.0,5.798283261802575,5.0,233
ADI-46696,CLOSEST_SC,6.0,8.622317596566523,8.0,233
ADI-46696,CLOSEST_SC,7.5,13.55793991416309,13.0,233
ADI-46696,CLOSEST_SC,8.0,15.65236051502146,15.0,233
ADI-46696,CLOSEST_SC,10.0,25.909871244635195,26.0,233
ADI-46697,CENTROID,4.0,1.145922746781116,1.0,233
ADI-46697,CENTROID,5.0,2.4420600858369097,2.0,233
ADI-46697,CENTROID,6.0,4.579399141630901,5.0,233
ADI-46697,CENTROID,7.5,8.184549356223176,8.0,233
ADI-46697,CENTROID,8.0,9.506437768240342,9.0,233
ADI-46697,CENTROID,10.0,17.540772532188843,17.0,233
ADI-46697,CLOSEST_SC,4.0,3.369098712446352,3.0,233
ADI-46697,CLOSEST_SC,5.0,5.763948497854077,5.0,233
ADI-46697,CLOSEST_SC,6.0,8.587982832618026,8.0,233
ADI-46697,CLOSEST_SC,7.5,13.71244635193133,13.0,233
ADI-46697,CLOSEST_SC,8.0,15.772532188841202,15.0,233
ADI-46697,CLOSEST_SC,10.0,25.532188841201716,25.0,233
ADI-46701,CENTROID,4.0,1.1858407079646018,1.0,226
ADI-46701,CENTROID,5.0,2.52212389380531,2.0,226
ADI-46701,CENTROID,6.0,4.743362831858407,5.0,226
ADI-46701,CENTROID,7.5,8.424778761061948,8.0,226
ADI-46701,CENTROID,8.0,9.725663716814159,10.0,226
ADI-46701,CENTROID,10.0,17.539823008849556,17.0,226
ADI-46701,CLOSEST_SC,4.0,3.504424778761062,3.0,226
ADI-46701,CLOSEST_SC,5.0,5.884955752212389,5.0,226
ADI-46701,CLOSEST_SC,6.0,8.761061946902656,8.0,226
ADI-46701,CLOSEST_SC,7.5,13.690265486725664,13.0,226
ADI-46701,CLOSEST_SC,8.0,15.734513274336283,15.0,226
ADI-46701,CLOSEST_SC,10.0,25.61061946902655,24.0,226
ADI-46704,CENTROID,4.0,1.1856540084388185,1.0,237
ADI-46704,CENTROID,5.0,2.569620253164557,3.0,237
ADI-46704,CENTROID,6.0,4.662447257383966,5.0,237
ADI-46704,CENTROID,7.5,8.40928270042194,8.0,237
ADI-46704,CENTROID,8.0,9.734177215189874,10.0,237
ADI-46704,CENTROID,10.0,17.793248945147678,18.0,237
ADI-46704,CLOSEST_SC,4.0,3.3544303797468356,3.0,237
ADI-46704,CLOSEST_SC,5.0,5.852320675105485,5.0,237
ADI-46704,CLOSEST_SC,6.0,8.729957805907173,8.0,237
ADI-46704,CLOSEST_SC,7.5,13.658227848101266,13.0,237
ADI-46704,CLOSEST_SC,8.0,15.79324894514768,15.0,237
ADI-46704,CLOSEST_SC,10.0,25.810126582278482,24.0,237
ADI-46705,CENTROID,4.0,1.2337662337662338,1.0,231
ADI-46705,CENTROID,5.0,2.54978354978355,2.0,231
ADI-46705,CENTROID,6.0,4.783549783549783,5.0,231
ADI-46705,CENTROID,7.5,8.376623376623376,9.0,231
ADI-46705,CENTROID,8.0,9.848484848484848,10.0,231
ADI-46705,CENTROID,10.0,17.865800865800868,17.0,231
ADI-46705,CLOSEST_SC,4.0,3.4675324675324677,3.0,231
ADI-46705,CLOSEST_SC,5.0,5.961038961038961,5.0,231
ADI-46705,CLOSEST_SC,6.0,8.774891774891774,8.0,231
ADI-46705,CLOSEST_SC,7.5,13.865800865800866,13.0,231
ADI-46705,CLOSEST_SC,8.0,15.978354978354979,15.0,231
ADI-46705,CLOSEST_SC,10.0,25.995670995670995,25.0,231
ADI-46706,CENTROID,4.0,1.1746724890829694,1.0,229
ADI-46706,CENTROID,5.0,2.572052401746725,2.0,229
ADI-46706,CENTROID,6.0,4.834061135371179,5.0,229
ADI-46706,CENTROID,7.5,8.537117903930131,8.0,229
ADI-46706,CENTROID,8.0,9.864628820960698,10.0,229
ADI-46706,CENTROID,10.0,17.91703056768559,17.0,229
ADI-46706,CLOSEST_SC,4.0,3.497816593886463,3.0,229
ADI-46706,CLOSEST_SC,5.0,5.786026200873362,5.0,229
ADI-46706,CLOSEST_SC,6.0,8.729257641921397,8.0,229
ADI-46706,CLOSEST_SC,7.5,13.585152838427948,13.0,229
ADI-46706,CLOSEST_SC,8.0,15.79475982532751,15.0,229
ADI-46706,CLOSEST_SC,10.0,25.8646288209607,25.0,229
ADI-46707,CENTROID,4.0,1.1617021276595745,1.0,235
ADI-46707,CENTROID,5.0,2.5404255319148934,2.0,235
ADI-46707,CENTROID,6.0,4.6680851063829785,5.0,235
ADI-46707,CENTROID,7.5,8.217021276595744,8.0,235
ADI-46707,CENTROID,8.0,9.493617021276595,9.0,235
ADI-46707,CENTROID,10.0,17.663829787234043,17.0,235
ADI-46707,CLOSEST_SC,4.0,3.374468085106383,3.0,235
ADI-46707,CLOSEST_SC,5.0,5.731914893617021,5.0,235
ADI-46707,CLOSEST_SC,6.0,8.565957446808511,8.0,235
ADI-46707,CLOSEST_SC,7.5,13.587234042553192,13.0,235
ADI-46707,CLOSEST_SC,8.0,15.663829787234043,14.0,235
ADI-46707,CLOSEST_SC,10.0,25.417021276595744,24.0,235
ADI-46708,CENTROID,4.0,1.1921397379912664,1.0,229
ADI-46708,CENTROID,5.0,2.537117903930131,2.0,229
ADI-46708,CENTROID,6.0,4.755458515283843,5.0,229
ADI-46708,CENTROID,7.5,8.318777292576419,8.0,229
ADI-46708,CENTROID,8.0,9.777292576419214,10.0,229
ADI-46708,CENTROID,10.0,17.62008733624454,17.0,229
ADI-46708,CLOSEST_SC,4.0,3.4366812227074237,3.0,229
ADI-46708,CLOSEST_SC,5.0,5.864628820960698,5.0,229
ADI-46708,CLOSEST_SC,6.0,8.781659388646288,8.0,229
ADI-46708,CLOSEST_SC,7.5,13.698689956331878,13.0,229
ADI-46708,CLOSEST_SC,8.0,15.74235807860262,15.0,229
ADI-46708,CLOSEST_SC,10.0,25.80349344978166,25.0,229
ADI-46710,CENTROID,4.0,1.1724137931034482,1.0,232
ADI-46710,CENTROID,5.0,2.6551724137931036,2.0,232
ADI-46710,CENTROID,6.0,4.672413793103448,5.0,232
ADI-46710,CENTROID,7.5,8.293103448275861,8.0,232
ADI-46710,CENTROID,8.0,9.629310344827585,10.0,232
ADI-46710,CENTROID,10.0,17.698275862068964,17.0,232
ADI-46710,CLOSEST_SC,4.0,3.4051724137931036,3.0,232
ADI-46710,CLOSEST_SC,5.0,5.818965517241379,5.0,232
ADI-46710,CLOSEST_SC,6.0,8.620689655172415,8.0,232
ADI-46710,CLOSEST_SC,7.5,13.543103448275861,13.0,232
ADI-46710,CLOSEST_SC,8.0,15.732758620689655,15.0,232
ADI-46710,CLOSEST_SC,10.0,25.43103448275862,24.0,232
ADI-46713,CENTROID,4.0,1.1850220264317182,1.0,227
ADI-46713,CENTROID,5.0,2.594713656387665,3.0,227
ADI-46713,CENTROID,6.0,4.8061674008810575,5.0,227
ADI-46713,CENTROID,7.5,8.409691629955947,8.0,227
ADI-46713,CENTROID,8.0,9.775330396475772,10.0,227
ADI-46713,CENTROID,10.0,17.77533039647577,17.0,227
ADI-46713,CLOSEST_SC,4.0,3.4229074889867843,3.0,227
ADI-46713,CLOSEST_SC,5.0,5.863436123348017,5.0,227
ADI-46713,CLOSEST_SC,6.0,8.665198237885463,8.0,227
ADI-46713,CLOSEST_SC,7.5,13.581497797356828,13.0,227
ADI-46713,CLOSEST_SC,8.0,15.687224669603523,15.0,227
ADI-46713,CLOSEST_SC,10.0,25.748898678414097,24.0,227
ADI-47054,CENTROID,4.0,1.2290748898678414,1.0,227
ADI-47054,CENTROID,5.0,2.5330396475770924,2.0,227
ADI-47054,CENTROID,6.0,4.612334801762114,4.0,227
ADI-47054,CENTROID,7.5,8.295154185022026,8.0,227
ADI-47054,CENTROID,8.0,9.801762114537445,10.0,227
ADI-47054,CENTROID,10.0,17.634361233480178,17.0,227
ADI-47054,CLOSEST_SC,4.0,3.299559471365639,3.0,227
ADI-47054,CLOSEST_SC,5.0,5.6607929515418505,5.0,227
ADI-47054,CLOSEST_SC,6.0,8.577092511013216,8.0,227
ADI-47054,CLOSEST_SC,7.5,13.537444933920705,13.0,227
ADI-47054,CLOSEST_SC,8.0,15.51101321585903,15.0,227
ADI-47054,CLOSEST_SC,10.0,25.370044052863435,24.0,227
ADI-47055,CENTROID,4.0,1.1754385964912282,1.0,228
ADI-47055,CENTROID,5.0,2.473684210526316,2.0,228
ADI-47055,CENTROID,6.0,4.657894736842105,5.0,228
ADI-47055,CENTROID,7.5,8.464912280701755,9.0,228
ADI-47055,CENTROID,8.0,9.798245614035087,10.0,228
ADI-47055,CENTROID,10.0,17.587719298245613,17.0,228
ADI-47055,CLOSEST_SC,4.0,3.482456140350877,3.0,228
ADI-47055,CLOSEST_SC,5.0,5.728070175438597,5.0,228
ADI-47055,CLOSEST_SC,6.0,8.719298245614034,8.0,228
ADI-47055,CLOSEST_SC,7.5,13.666666666666666,13.0,228
ADI-47055,CLOSEST_SC,8.0,15.710526315789474,15.0,228
ADI-47055,CLOSEST_SC,10.0,25.79824561403509,24.0,228
ADI-47056,CENTROID,4.0,1.1645021645021645,1.0,231
ADI-47056,CENTROID,5.0,2.5411255411255413,2.0,231
ADI-47056,CENTROID,6.0,4.740259740259741,5.0,231
ADI-47056,CENTROID,7.5,8.497835497835498,8.0,231
ADI-47056,CENTROID,8.0,9.865800865800866,10.0,231
ADI-47056,CENTROID,10.0,17.744588744588743,17.0,231
ADI-47056,CLOSEST_SC,4.0,3.536796536796537,3.0,231
ADI-47056,CLOSEST_SC,5.0,5.96969696969697,5.0,231
ADI-47056,CLOSEST_SC,6.0,8.8008658008658,8.0,231
ADI-47056,CLOSEST_SC,7.5,13.64935064935065,13.0,231
ADI-47056,CLOSEST_SC,8.0,15.874458874458874,15.0,231
ADI-47056,CLOSEST_SC,10.0,25.77056277056277,24.0,231
ADI-47057,CENTROID,4.0,1.1974248927038627,1.0,233
ADI-47057,CENTROID,5.0,2.5536480686695278,2.0,233
ADI-47057,CENTROID,6.0,4.690987124463519,5.0,233
ADI-47057,CENTROID,7.5,8.339055793991417,8.0,233
ADI-47057,CENTROID,8.0,9.721030042918455,10.0,233
ADI-47057,CENTROID,10.0,17.643776824034333,17.0,233
ADI-47057,CLOSEST_SC,4.0,3.4377682403433476,3.0,233
ADI-47057,CLOSEST_SC,5.0,5.944206008583691,5.0,233
ADI-47057,CLOSEST_SC,6.0,8.716738197424892,8.0,233
ADI-47057,CLOSEST_SC,7.5,13.755364806866952,13.0,233
ADI-47057,CLOSEST_SC,8.0,15.798283261802576,15.0,233
ADI-47057,CLOSEST_SC,10.0,25.969957081545065,25.0,233
ADI-47058,CENTROID,4.0,1.1850220264317182,1.0,227
ADI-47058,CENTROID,5.0,2.497797356828194,2.0,227
ADI-47058,CENTROID,6.0,4.753303964757709,5.0,227
ADI-47058,CENTROID,7.5,8.383259911894273,8.0,227
ADI-47058,CENTROID,8.0,9.79295154185022,10.0,227
ADI-47058,CENTROID,10.0,17.625550660792953,17.0,227
ADI-47058,CLOSEST_SC,4.0,3.4140969162995596,3.0,227
ADI-47058,CLOSEST_SC,5.0,5.79295154185022,5.0,227
ADI-47058,CLOSEST_SC,6.0,8.665198237885463,8.0,227
ADI-47058,CLOSEST_SC,7.5,13.493392070484582,13.0,227
ADI-47058,CLOSEST_SC,8.0,15.651982378854626,15.0,227
ADI-47058,CLOSEST_SC,10.0,25.405286343612335,24.0,227
ADI-47059,CENTROID,4.0,1.2105263157894737,1.0,228
ADI-47059,CENTROID,5.0,2.56140350877193,2.0,228
ADI-47059,CENTROID,6.0,4.798245614035087,5.0,228
ADI-47059,CENTROID,7.5,8.5,8.0,228
ADI-47059,CENTROID,8.0,9.789473684210526,10.0,228
ADI-47059,CENTROID,10.0,17.94736842105263,17.0,228
ADI-47059,CLOSEST_SC,4.0,3.3596491228070176,3.0,228
ADI-47059,CLOSEST_SC,5.0,5.7894736842105265,5.0,228
ADI-47059,CLOSEST_SC,6.0,8.657894736842104,8.0,228
ADI-47059,CLOSEST_SC,7.5,13.570175438596491,12.5,228
ADI-47059,CLOSEST_SC,8.0,15.649122807017545,14.5,228
ADI-47059,CLOSEST_SC,10.0,25.69298245614035,24.0,228
ADI-47060,CENTROID,4.0,1.176991150442478,1.0,226
ADI-47060,CENTROID,5.0,2.6371681415929205,3.0,226
ADI-47060,CENTROID,6.0,4.699115044247788,5.0,226
ADI-47060,CENTROID,7.5,8.451327433628318,8.0,226
ADI-47060,CENTROID,8.0,9.805309734513274,10.0,226
ADI-47060,CENTROID,10.0,17.92920353982301,18.0,226
ADI-47060,CLOSEST_SC,4.0,3.336283185840708,3.0,226
ADI-47060,CLOSEST_SC,5.0,5.823008849557522,5.0,226
ADI-47060,CLOSEST_SC,6.0,8.68141592920354,8.0,226
ADI-47060,CLOSEST_SC,7.5,13.743362831858407,13.0,226
ADI-47060,CLOSEST_SC,8.0,15.814159292035399,15.0,226
ADI-47060,CLOSEST_SC,10.0,25.787610619469028,25.0,226
ADI-47061,CENTROID,4.0,1.182608695652174,1.0,230
ADI-47061,CENTROID,5.0,2.6,2.0,230
ADI-47061,CENTROID,6.0,4.834782608695652,5.0,230
ADI-47061,CENTROID,7.5,8.530434782608696,9.0,230
ADI-47061,CENTROID,8.0,9.947826086956521,10.0,230
ADI-47061,CENTROID,10.0,17.88695652173913,18.0,230
ADI-47061,CLOSEST_SC,4.0,3.5652173913043477,3.0,230
ADI-47061,CLOSEST_SC,5.0,5.878260869565217,5.0,230
ADI-47061,CLOSEST_SC,6.0,8.817391304347826,8.0,230
ADI-47061,CLOSEST_SC,7.5,13.71304347826087,13.0,230
ADI-47061,CLOSEST_SC,8.0,15.8,15.0,230
ADI-47061,CLOSEST_SC,10.0,26.08695652173913,25.0,230
ADI-47062,CENTROID,4.0,1.2026431718061674,1.0,227
ADI-47062,CENTROID,5.0,2.5594713656387666,3.0,227
ADI-47062,CENTROID,6.0,4.691629955947136,5.0,227
ADI-47062,CENTROID,7.5,8.47136563876652,8.0,227
ADI-47062,CENTROID,8.0,9.757709251101321,10.0,227
ADI-47062,CENTROID,10.0,17.837004405286343,17.0,227
ADI-47062,CLOSEST_SC,4.0,3.299559471365639,3.0,227
ADI-47062,CLOSEST_SC,5.0,5.819383259911894,5.0,227
ADI-47062,CLOSEST_SC,6.0,8.753303964757709,8.0,227
ADI-47062,CLOSEST_SC,7.5,13.669603524229075,13.0,227
ADI-47062,CLOSEST_SC,8.0,15.748898678414097,15.0,227
ADI-47062,CLOSEST_SC,10.0,25.52863436123348,24.0,227
ADI-47063,CENTROID,4.0,1.2,1.0,230
ADI-47063,CENTROID,5.0,2.391304347826087,2.0,230
ADI-47063,CENTROID,6.0,4.6173913043478265,4.5,230
ADI-47063,CENTROID,7.5,8.173913043478262,8.0,230
ADI-47063,CENTROID,8.0,9.634782608695652,9.0,230
ADI-47063,CENTROID,10.0,17.321739130434782,17.0,230
ADI-47063,CLOSEST_SC,4.0,3.2869565217391306,3.0,230
ADI-47063,CLOSEST_SC,5.0,5.6695652173913045,5.0,230
ADI-47063,CLOSEST_SC,6.0,8.57391304347826,8.0,230
ADI-47063,CLOSEST_SC,7.5,13.408695652173913,13.0,230
ADI-47063,CLOSEST_SC,8.0,15.504347826086956,15.0,230
ADI-47063,CLOSEST_SC,10.0,25.434782608695652,24.5,230
ADI-47064,CENTROID,4.0,1.1904761904761905,1.0,231
ADI-47064,CENTROID,5.0,2.54978354978355,3.0,231
ADI-47064,CENTROID,6.0,4.593073593073593,5.0,231
ADI-47064,CENTROID,7.5,8.532467532467532,8.0,231
ADI-47064,CENTROID,8.0,9.787878787878787,10.0,231
ADI-47064,CENTROID,10.0,17.64069264069264,17.0,231
ADI-47064,CLOSEST_SC,4.0,3.294372294372294,3.0,231
ADI-47064,CLOSEST_SC,5.0,5.588744588744588,5.0,231
ADI-47064,CLOSEST_SC,6.0,8.67965367965368,8.0,231
ADI-47064,CLOSEST_SC,7.5,13.380952380952381,13.0,231
ADI-47064,CLOSEST_SC,8.0,15.718614718614718,15.0,231
ADI-47064,CLOSEST_SC,10.0,25.294372294372295,24.0,231
ADI-47065,CENTROID,4.0,1.1965811965811965,1.0,234
ADI-47065,CENTROID,5.0,2.452991452991453,2.0,234
ADI-47065,CENTROID,6.0,4.555555555555555,5.0,234
ADI-47065,CENTROID,7.5,8.179487179487179,8.0,234
ADI-47065,CENTROID,8.0,9.743589743589743,10.0,234
ADI-47065,CENTROID,10.0,17.82905982905983,18.0,234
ADI-47065,CLOSEST_SC,4.0,3.358974358974359,3.0,234
ADI-47065,CLOSEST_SC,5.0,5.829059829059829,5.0,234
ADI-47065,CLOSEST_SC,6.0,8.7008547008547,8.0,234
ADI-47065,CLOSEST_SC,7.5,13.598290598290598,13.0,234
ADI-47065,CLOSEST_SC,8.0,15.743589743589743,15.0,234
ADI-47065,CLOSEST_SC,10.0,25.632478632478634,25.0,234
ADI-47066,CENTROID,4.0,1.2042553191489362,1.0,235
ADI-47066,CENTROID,5.0,2.5148936170212766,2.0,235
ADI-47066,CENTROID,6.0,4.642553191489362,5.0,235
ADI-47066,CENTROID,7.5,8.319148936170214,8.0,235
ADI-47066,CENTROID,8.0,9.740425531914894,10.0,235
ADI-47066,CENTROID,10.0,17.77446808510638,17.0,235
ADI-47066,CLOSEST_SC,4.0,3.527659574468085,3.0,235
ADI-47066,CLOSEST_SC,5.0,5.970212765957447,5.0,235
ADI-47066,CLOSEST_SC,6.0,8.940425531914894,8.0,235
ADI-47066,CLOSEST_SC,7.5,13.83404255319149,13.0,235
ADI-47066,CLOSEST_SC,8.0,16.131914893617022,16.0,235
ADI-47066,CLOSEST_SC,10.0,26.038297872340426,26.0,235
ADI-47067,CENTROID,4.0,1.2382978723404254,1.0,235
ADI-47067,CENTROID,5.0,2.5404255319148934,2.0,235
ADI-47067,CENTROID,6.0,4.727659574468085,5.0,235
ADI-47067,CENTROID,7.5,8.395744680851063,8.0,235
ADI-47067,CENTROID,8.0,9.731914893617022,10.0,235
ADI-47067,CENTROID,10.0,17.748936170212765,17.0,235
ADI-47067,CLOSEST_SC,4.0,3.3148936170212764,3.0,235
ADI-47067,CLOSEST_SC,5.0,5.723404255319149,5.0,235
ADI-47067,CLOSEST_SC,6.0,8.463829787234042,8.0,235
ADI-47067,CLOSEST_SC,7.5,13.680851063829786,13.0,235
ADI-47067,CLOSEST_SC,8.0,15.595744680851064,15.0,235
ADI-47067,CLOSEST_SC,10.0,25.382978723404257,25.0,235
ADI-47068,CENTROID,4.0,1.1974248927038627,1.0,233
ADI-47068,CENTROID,5.0,2.476394849785408,2.0,233
ADI-47068,CENTROID,6.0,4.656652360515022,4.0,233
