feature,finite_frac,missing_frac,std,min,q05,median,q95,max,constant
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__ALL_CDR__Q90,1.0,0.0,0.04976612342024087,0.1381790757179261,0.1727421686053276,0.22759336605668082,0.32906146794557567,0.49925413131713925,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__ALL_CDR__Q95,1.0,0.0,0.06885925857919087,0.14927984774112701,0.2172996070235967,0.3047854244709014,0.44461349189281446,0.5660414695739746,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__ALL_CDR__TOP3_MEAN,1.0,0.0,0.07962408334006713,0.20675784349441528,0.29164400150378544,0.4054123560587565,0.5429499506950378,0.6400889158248901,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__ALL_CDR__TOP5_MEAN,1.0,0.0,0.06657789284881786,0.1928600400686264,0.2573813757300377,0.3526833489537239,0.47073322981595983,0.5792317092418671,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__H_CDR3__MAX,1.0,0.0,0.13492676573147674,0.09720268100500107,0.23175683692097665,0.44910332560539246,0.6565035253763197,0.754767656326294,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__H_CDR3__MEAN,1.0,0.0,0.03193147673198107,0.01646263317670673,0.054021877546994286,0.09943073538258129,0.1532542006498999,0.19506965218769276,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__H_CDR3__SUM,1.0,0.0,0.764115918920999,0.1646263317670673,0.5598778722982388,1.4871162688359618,2.8435367137135463,4.416338947601616,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__H_CDR3__Q90,1.0,0.0,0.1019385200014783,0.03791190050542355,0.13106717377901078,0.2731925658881664,0.4574454352259636,0.5714815616607666,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__H_CDR3__Q95,1.0,0.0,0.11162022657431446,0.07112414278089994,0.19021063104271885,0.3540691301226615,0.5472305972874163,0.6840510368347168,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__H_CDR3__TOP3_MEAN,1.0,0.0,0.10964861841917663,0.04883887432515621,0.16288394527509809,0.3232246202727159,0.5178617576758067,0.6221922437349955,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__H_CDR3__TOP5_MEAN,1.0,0.0,0.09341175838792624,0.0324781677685678,0.10761744065443055,0.24971679598093033,0.4146171674132345,0.4908268451690674,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__L_CDR3__MAX,1.0,0.0,0.111317598476049,0.09356589615345001,0.13609392568469048,0.2586928606033325,0.5143353283405302,0.71451336145401,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__L_CDR3__MEAN,1.0,0.0,0.023072395823156892,0.03451866617736717,0.04679504235973582,0.07671693215120791,0.12316716291243206,0.15481939365983838,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__L_CDR3__SUM,1.0,0.0,0.26366049890824805,0.2338405312038958,0.427746293816017,0.7093434347771108,1.2348702011047856,2.074969211826101,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__L_CDR3__Q90,1.0,0.0,0.06783580543588298,0.06870988011360168,0.10060583941638471,0.17093135118484498,0.3182913507521152,0.42830469459295284,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__L_CDR3__Q95,1.0,0.0,0.0820545945565259,0.08875997960567474,0.11965264961123466,0.21912734061479566,0.3962827990949154,0.5215905785560606,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__L_CDR3__TOP3_MEAN,1.0,0.0,0.06183701047904683,0.07740981372383733,0.10509247810890276,0.1764071062207222,0.3111723151057958,0.3895733505487442,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R4p0__L_CDR3__TOP5_MEAN,1.0,0.0,0.04416994873560058,0.046768106240779164,0.08156779846176505,0.13299111723899842,0.21839639432728286,0.2940229266881943,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_FV__MAX,1.0,0.0,0.09636768939883841,0.501121461391449,0.5377329856157302,0.625147134065628,0.8550808787345885,0.9892836809158325,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_FV__MEAN,1.0,0.0,0.00745102669622692,0.1180395534964533,0.12823821899330273,0.14151966742481992,0.15306914717383885,0.1634347367087908,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_FV__SUM,1.0,0.0,1.9123288174188056,27.621255518170074,29.4180604739493,32.84691513332655,35.76958254090569,37.528212496777996,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_FV__Q90,1.0,0.0,0.024762598804876503,0.27732465863227895,0.2953919845819473,0.33887442052364347,0.37743481770157816,0.4096584320068359,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_FV__Q95,1.0,0.0,0.03363466018507967,0.3556773230433463,0.3788939350843426,0.41960137486457816,0.48857105314731586,0.5227499008178711,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_FV__TOP3_MEAN,1.0,0.0,0.06686312667632632,0.4702618916829427,0.5246705462535223,0.5898318787415822,0.7386249522368112,0.8845493992169698,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_FV__TOP5_MEAN,1.0,0.0,0.05272677312929908,0.4493328332901001,0.5026340913772582,0.5679352343082428,0.6787141609191892,0.7870571851730347,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__HEAVY__MAX,1.0,0.0,0.09941516727137438,0.4003339111804962,0.5122752666473389,0.6073164343833923,0.8419927090406413,0.9573121070861816,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__HEAVY__MEAN,1.0,0.0,0.011510924915110543,0.10838852839637547,0.12387858382287158,0.14175553067906974,0.16112821198562632,0.17247648479727407,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__HEAVY__SUM,1.0,0.0,1.6044480695543157,13.548566049546935,14.689293684197764,17.335017585603055,19.960877087556582,21.389432054013014,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__HEAVY__Q90,1.0,0.0,0.034308473400068824,0.2447249144315719,0.2863738238811493,0.3535647988319397,0.4011945773661137,0.46407392621040344,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__HEAVY__Q95,1.0,0.0,0.04831194579642312,0.2975588425993918,0.37190605185925946,0.42312120646238327,0.5305995240807532,0.5736082434654235,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__HEAVY__TOP3_MEAN,1.0,0.0,0.07404698432293605,0.39217548569043476,0.4722966666022937,0.564706971247991,0.7207185188929239,0.8845493992169698,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__HEAVY__TOP5_MEAN,1.0,0.0,0.06191595151588633,0.38391692042350767,0.4471073737740517,0.5350676387548448,0.6564168119430541,0.7870571851730347,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__LIGHT__MAX,1.0,0.0,0.08163006559828433,0.3947089612483978,0.46027886122465134,0.5553484559059143,0.7301444977521895,0.9892836809158325,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__LIGHT__MEAN,1.0,0.0,0.009637644997132945,0.11308652753790806,0.12502420464705097,0.1394180583401019,0.15793451299838396,0.171637812156145,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__LIGHT__SUM,1.0,0.0,1.189428810773108,12.21334497409407,13.497015852121695,15.234570547472686,17.398088447505142,19.979927684238646,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__LIGHT__Q90,1.0,0.0,0.0331671572224032,0.2507566452026369,0.2764002400636673,0.3215228617191316,0.38629737287759774,0.4350336253643037,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__LIGHT__Q95,1.0,0.0,0.047509079197760415,0.3039815247058868,0.33900944493710994,0.4025602109730243,0.49235610052943224,0.5363054275512695,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__LIGHT__TOP3_MEAN,1.0,0.0,0.05837707162665195,0.38879748185475665,0.4375831887125969,0.5299643129110336,0.6262145797411599,0.7939049204190572,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__LIGHT__TOP5_MEAN,1.0,0.0,0.050983180949328286,0.3631825804710388,0.4214955314993858,0.49854345321655275,0.5864501839876173,0.6624843657016755,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_CDR__MAX,1.0,0.0,0.11793529598401573,0.3388577997684479,0.4550443798303604,0.5977655947208405,0.8442252069711685,0.9892836809158325,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_CDR__MEAN,1.0,0.0,0.022192741805568097,0.09981536892236262,0.1417711018292532,0.17644999883011153,0.21138668673423064,0.23729247468457157,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_CDR__SUM,1.0,0.0,1.4303110240714436,5.390029921807582,7.06798025110038,9.032784489216283,11.625749920139787,13.288378582336009,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_CDR__Q90,1.0,0.0,0.05589051035026531,0.2224449813365937,0.29662455305457114,0.3787291139364244,0.4789547809958459,0.5854893684387208,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_CDR__Q95,1.0,0.0,0.07415443283029577,0.2755637422204017,0.352559473067522,0.4603574991226195,0.5894637039303771,0.6775307178497307,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_CDR__TOP3_MEAN,1.0,0.0,0.095318656395519,0.3143710494041443,0.40975758383671446,0.5430034448703129,0.728610801696777,0.8373956878980001,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__ALL_CDR__TOP5_MEAN,1.0,0.0,0.07872681892433463,0.2915193885564804,0.3771537619829178,0.495369890332222,0.6491533783078193,0.7350033044815063,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__H_CDR3__MAX,1.0,0.0,0.1368387074227251,0.14675021171569824,0.3250708892941475,0.5429493188858032,0.7909781605005252,0.9573121070861816,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__H_CDR3__MEAN,1.0,0.0,0.045684192725156114,0.030700003106695867,0.11530046066605296,0.1816133714048192,0.2588550381957683,0.31276153134448187,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__H_CDR3__SUM,1.0,0.0,1.0784495996045047,0.4298000434937421,1.3181481496780179,2.7126244734972715,4.720141013315877,6.478696083649993,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__H_CDR3__Q90,1.0,0.0,0.10729127903994096,0.09135427698493007,0.2552166464179755,0.4044181734323502,0.5991473323106765,0.8022093594074252,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__H_CDR3__Q95,1.0,0.0,0.1197528169431347,0.11632553189992903,0.3086171451210975,0.4645149156451227,0.6868423306941984,0.9152218103408813,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__H_CDR3__TOP3_MEAN,1.0,0.0,0.1117652516291614,0.10600237299998601,0.27746632844209673,0.4378383159637451,0.6529399057229358,0.7660208145777384,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__H_CDR3__TOP5_MEAN,1.0,0.0,0.09872106866161011,0.08090300988405943,0.23210051909089088,0.3768421605229378,0.5495634642243384,0.6392479419708252,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__L_CDR3__MAX,1.0,0.0,0.13790100921738965,0.1360180526971817,0.19839439541101456,0.37870341539382935,0.6355838596820831,0.9892836809158325,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__L_CDR3__MEAN,1.0,0.0,0.03806948119504379,0.057349362224340436,0.08019246724175497,0.1371300547810582,0.20583922813336045,0.280637721666911,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__L_CDR3__SUM,1.0,0.0,0.45974908827752564,0.35999507061205804,0.7254378027515486,1.2758181221433915,2.106564468261786,4.320479104295373,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__L_CDR3__Q90,1.0,0.0,0.1032005630811457,0.1190194047987461,0.1577348139882088,0.28461154401302335,0.48597927987575523,0.7268580794334412,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__L_CDR3__Q95,1.0,0.0,0.11337488804578699,0.13055146522819994,0.17949233964085576,0.33366380557417863,0.5544204427301881,0.7900250315666197,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__L_CDR3__TOP3_MEAN,1.0,0.0,0.09373847659793222,0.11490651468435924,0.16039214010039965,0.2829025437434515,0.4716993088523546,0.6747701565424601,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R5p0__L_CDR3__TOP5_MEAN,1.0,0.0,0.07222530290172227,0.07199901412241161,0.12862813215702773,0.21831151992082598,0.35483590319752695,0.5680912375450134,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_FV__MAX,1.0,0.0,0.0966961483635963,0.699450671672821,0.8459050565958023,1.0273910760879517,1.1605368196964263,1.4289946556091309,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_FV__MEAN,1.0,0.0,0.013247812043276542,0.2221827255051998,0.23766958709999103,0.25798342592593015,0.28195941859919516,0.29596772576961056,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_FV__SUM,1.0,0.0,3.184432866510285,51.102026866195956,54.768845936015715,59.691840847430285,65.32257544748136,69.37281392887235,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_FV__Q90,1.0,0.0,0.03274296897564969,0.4533520758152008,0.4836296135187149,0.5372017323970795,0.5919788578152656,0.6360237061977386,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_FV__Q95,1.0,0.0,0.0369984570306804,0.5285938680171967,0.5709913899004458,0.6332710817456245,0.6995997935533522,0.7541296750307082,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_FV__TOP3_MEAN,1.0,0.0,0.0787920996556299,0.6563423871994019,0.8017274717489878,0.9354123175144196,1.0582113097111385,1.2161446809768677,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_FV__TOP5_MEAN,1.0,0.0,0.06782845223448089,0.6441201806068421,0.7617066144943238,0.8725944340229035,0.9883627623319625,1.1208755612373351,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__HEAVY__MAX,1.0,0.0,0.10586600561739516,0.6419439911842346,0.8093617111444473,1.0195215940475464,1.1510417878627777,1.4289946556091309,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__HEAVY__MEAN,1.0,0.0,0.020391185504807115,0.20976954584915714,0.23174894411255767,0.2580110465622657,0.30037978154401423,0.32349480605334974,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__HEAVY__SUM,1.0,0.0,2.6048839488302433,25.801654139446327,28.37359061975003,31.56223789382784,36.89831361200194,38.81937672640197,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__HEAVY__Q90,1.0,0.0,0.04370140157280803,0.42585280537605286,0.47972032681107546,0.54587422311306,0.6144223555922508,0.6792390048503876,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__HEAVY__Q95,1.0,0.0,0.05478572265887827,0.5371159255504607,0.5601872140169143,0.6417661309242247,0.7499636264145373,0.8159478127956381,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__HEAVY__TOP3_MEAN,1.0,0.0,0.09150715396954798,0.6274950504302979,0.7469648202260336,0.901848276456197,1.0319750905036926,1.2120087146759033,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__HEAVY__TOP5_MEAN,1.0,0.0,0.07793418933604687,0.6200622677803039,0.7066716688871384,0.8261623680591583,0.953020252585411,1.080892300605774,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__LIGHT__MAX,1.0,0.0,0.11373637639694499,0.5534442663192749,0.6774840146303177,0.8297984004020691,1.0348574936389923,1.168720006942749,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__LIGHT__MEAN,1.0,0.0,0.015093090320397604,0.19546133075211267,0.23315956768317053,0.2555856173411969,0.2805736298150498,0.30450904965589476,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__LIGHT__SUM,1.0,0.0,1.9334280836277915,21.109823721228167,24.958136118779656,27.90717287454754,31.10693462875206,33.80050451180432,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__LIGHT__Q90,1.0,0.0,0.044804128731708366,0.4050670683383944,0.44437119156122223,0.517543089389801,0.5856672379374505,0.6731117367744446,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__LIGHT__Q95,1.0,0.0,0.053305309313371955,0.47934997975826266,0.5212799420952795,0.6113580107688903,0.7096109046041963,0.7553578317165375,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__LIGHT__TOP3_MEAN,1.0,0.0,0.07740207913878717,0.5337497393290201,0.647365540266037,0.776665210723877,0.8924204548199972,1.0172090927759807,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__LIGHT__TOP5_MEAN,1.0,0.0,0.06498196167708258,0.5256978511810303,0.619230346083641,0.7306398510932922,0.8215923863649368,0.9219541668891906,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_CDR__MAX,1.0,0.0,0.172095228484866,0.5115725994110107,0.6099042028188706,0.8330182731151581,1.1565212607383726,1.4289946556091309,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_CDR__MEAN,1.0,0.0,0.03586433813545704,0.1902142543155976,0.24058021995571185,0.3003344890181099,0.35819075101951187,0.4055959756175677,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_CDR__SUM,1.0,0.0,2.27131310439145,9.08527954807505,12.039644266699906,15.415149680455215,19.52390373670496,22.41616435535252,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_CDR__Q90,1.0,0.0,0.07536406458075488,0.3649058967828751,0.44772124066948893,0.5664079278707503,0.6915383669734001,0.8117754578590393,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_CDR__Q95,1.0,0.0,0.0978858632768438,0.41326029747724513,0.5160576780885456,0.6541113317012783,0.8491232502460464,0.9805222749710083,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_CDR__TOP3_MEAN,1.0,0.0,0.12847733128744165,0.4696516195933024,0.571779582897822,0.754867394765218,1.000597259402275,1.19774063428243,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__ALL_CDR__TOP5_MEAN,1.0,0.0,0.10716772765136323,0.436675900220871,0.5406587249040604,0.7033907413482665,0.8904378235340117,1.0530222296714782,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__H_CDR3__MAX,1.0,0.0,0.1992337003484852,0.27252569794654846,0.4509875759482384,0.6841868460178375,1.092068153619766,1.4289946556091309,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__H_CDR3__MEAN,1.0,0.0,0.07265252420342456,0.08704474611606981,0.18022750461074924,0.2884938943555743,0.4121134778732256,0.527578396606259,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__H_CDR3__SUM,1.0,0.0,1.7406001527200894,1.2186264456249774,2.117773715034127,4.436278143897653,7.974495775543603,10.611803065985441,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__H_CDR3__Q90,1.0,0.0,0.14734596745414494,0.14675021171569824,0.3480751249194145,0.5594846338033677,0.8144135981798172,1.0435896515846252,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__H_CDR3__Q95,1.0,0.0,0.16565900294452843,0.19077163189649576,0.4154405730217695,0.6142611764371395,0.9208405271172521,1.26561758518219,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__H_CDR3__TOP3_MEAN,1.0,0.0,0.16136575801777645,0.18867537379264832,0.38380086471637087,0.5956112891435623,0.882939208547274,1.19774063428243,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__H_CDR3__TOP5_MEAN,1.0,0.0,0.1417826768955326,0.1531824290752411,0.3253179532289505,0.5300339236855507,0.7789569008350372,1.0530222296714782,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__L_CDR3__MAX,1.0,0.0,0.171787761519264,0.2079392820596695,0.3420263394713402,0.5723959505558014,0.9646985590457914,1.168720006942749,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__L_CDR3__MEAN,1.0,0.0,0.06013986196720761,0.11768413622242709,0.15467876255408758,0.24479059556574384,0.363194791405565,0.4402496150948785,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__L_CDR3__SUM,1.0,0.0,0.7205032228300771,1.1075359345413744,1.4131281219422818,2.2605815520510077,3.7341800611466165,6.475300867110491,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__L_CDR3__Q90,1.0,0.0,0.13672451929279944,0.1825346291065216,0.2776128016412258,0.4633567035198212,0.7201032009720799,0.9959152936935425,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__L_CDR3__Q95,1.0,0.0,0.14689810507847967,0.19458351358771322,0.31880778938531873,0.5192928224802017,0.8306520229578018,1.0823176503181458,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__L_CDR3__TOP3_MEAN,1.0,0.0,0.1299310624623766,0.18801234662532806,0.28434461876749995,0.45490786929925286,0.7168945555885632,1.0172090927759807,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R6p0__L_CDR3__TOP5_MEAN,1.0,0.0,0.10455713393860766,0.17982718646526336,0.2450830864906311,0.36738578230142593,0.5937136802077291,0.737932026386261,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__ALL_FV__MAX,1.0,0.0,0.17126177606115164,1.0921846628189087,1.1545445382595063,1.3097153902053833,1.6858448982238767,2.0852887630462646,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__ALL_FV__MEAN,1.0,0.0,0.020352113063575594,0.41540873933484795,0.44591098502404486,0.47808109956444844,0.5112917368368232,0.5282032977378882,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__ALL_FV__SUM,1.0,0.0,5.171116934297471,95.54401004701504,102.51741080742795,110.79742430588522,119.52052652494312,124.12160571105778,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__ALL_FV__Q90,1.0,0.0,0.03665947132026775,0.7288323402404785,0.7716670483350754,0.833011317253113,0.895561888217926,0.938185226917267,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__ALL_FV__Q95,1.0,0.0,0.05221891535552177,0.8344069004058837,0.8694528071582317,0.9508431628346443,1.043494026660919,1.1053364038467406,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__ALL_FV__TOP3_MEAN,1.0,0.0,0.11435224841978912,1.0465339819590251,1.1147474686304728,1.242064893245697,1.4871929725011181,1.9156428575515747,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__ALL_FV__TOP5_MEAN,1.0,0.0,0.09313446111318115,0.9977869153022766,1.0823076963424683,1.2040204405784607,1.3767442679405213,1.7598217010498047,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__HEAVY__MAX,1.0,0.0,0.1812954233584443,0.9723436832427979,1.1300283193588256,1.2889046669006348,1.6858448982238767,2.0852887630462646,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__HEAVY__MEAN,1.0,0.0,0.03009423094663646,0.40023498304639715,0.43417003779745694,0.48309705487341015,0.5315059777070524,0.5768633015023974,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__HEAVY__SUM,1.0,0.0,4.171513416398586,48.45627633854747,52.290509825368645,59.2322817806853,65.99841628978028,74.99222919531167,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__HEAVY__Q90,1.0,0.0,0.05451783252843911,0.706902074813843,0.765258738398552,0.8465706259012222,0.952153721451759,1.0340815782547,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__HEAVY__Q95,1.0,0.0,0.082928962798401,0.7949057817459106,0.86374534651637,0.9835588097572326,1.1287705373764039,1.287379258871078,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__HEAVY__TOP3_MEAN,1.0,0.0,0.12376379017987005,0.9527220726013184,1.0698458850383759,1.21397066116333,1.4620964447657268,1.9156428575515747,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__HEAVY__TOP5_MEAN,1.0,0.0,0.10494888433453294,0.9200303435325623,1.0176713025569917,1.1634950399398805,1.3559700047969818,1.7598217010498047,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__LIGHT__MAX,1.0,0.0,0.12075953498931372,0.8963773250579834,0.9944212287664413,1.1646705269813538,1.3714094221591948,1.6444236040115356,False
HSP_BM_MINMAX_SIDECHAIN_OVER_TIEN_CENTROID_R7p5__LIGHT__MEAN,1.0,0.0,0.026465514815756142,0.38663099311223187,0.43411259992919615,0.4704617939907294,0.5158100409686351,0.5458520844847232,False
