id,true,pred,true_HIC,pred_HIC,pred_percentile,rank_true,rank_pred,is_tail,split
ADI-47190,8.877,9.064704990384453,8.877,9.064704990384453,37.03703703703704,118.0,103.0,False,Test
ADI-47191,8.882,8.914382443267693,8.882,8.914382443267693,18.51851851851852,117.0,133.0,False,Test
ADI-47192,8.886,9.1757130981849,8.886,9.1757130981849,54.93827160493827,116.0,74.0,False,Test
ADI-47193,8.906,8.926220463807367,8.906,8.926220463807367,20.37037037037037,112.0,130.0,False,Test
ADI-47194,8.906,8.838907449909456,8.906,8.838907449909456,9.25925925925926,112.0,148.0,False,Test
ADI-47196,8.906,9.43806367571225,8.906,9.43806367571225,80.8641975308642,112.0,32.0,False,Test
ADI-47197,8.92,8.677809565795103,8.92,8.677809565795103,1.2345679012345678,109.0,161.0,False,Test
ADI-47198,8.926,9.021935402233632,8.926,9.021935402233632,31.48148148148148,105.0,112.0,False,Test
ADI-47200,8.935,8.885765952557573,8.935,8.885765952557573,14.19753086419753,101.0,140.0,False,Test
ADI-47201,8.935,9.080089668316152,8.935,9.080089668316152,39.50617283950617,101.0,99.0,False,Test
ADI-47202,8.945,9.253401014797578,8.945,9.253401014797578,64.81481481481481,98.0,58.0,False,Test
ADI-47203,8.95,9.079145798931725,8.95,9.079145798931725,38.2716049382716,95.0,101.0,False,Test
ADI-47205,8.988,9.046037566268494,8.988,9.046037566268494,33.95061728395062,88.0,108.0,False,Test
ADI-47206,8.993,8.968216932522916,8.993,8.968216932522916,24.691358024691358,86.0,123.0,False,Test
ADI-47208,9.017,9.030098846648508,9.017,9.030098846648508,32.098765432098766,85.0,111.0,False,Test
ADI-47214,9.085,9.103901616885665,9.085,9.103901616885665,42.592592592592595,80.0,94.0,False,Test
ADI-47217,9.1,8.984130819285463,9.1,8.984130819285463,26.543209876543212,79.0,120.0,False,Test
ADI-47220,9.168,9.21684394389623,9.168,9.21684394389623,61.72839506172839,73.0,63.0,False,Test
ADI-47221,9.192,9.282697921089412,9.192,9.282697921089412,69.1358024691358,70.0,51.0,False,Test
ADI-47222,9.197,9.455848104348258,9.197,9.455848104348258,83.33333333333334,66.0,28.0,False,Test
ADI-47226,9.246,9.207843007906066,9.246,9.207843007906066,61.111111111111114,62.0,64.0,False,Test
ADI-47229,9.309,9.181339016027726,9.309,9.181339016027726,57.407407407407405,52.0,70.0,False,Test
ADI-47231,9.358,9.094317512703824,9.358,9.094317512703824,41.358024691358025,48.0,96.0,False,Test
ADI-47232,9.358,9.48000969100498,9.358,9.48000969100498,86.41975308641975,48.0,23.0,False,Test
ADI-47235,9.386,9.65841403894356,9.386,9.65841403894356,95.06172839506173,45.0,9.0,False,Test
ADI-47237,9.6,9.38237366216387,9.6,9.38237366216387,77.77777777777779,39.0,37.0,False,Test
ADI-47239,9.61,9.34940385182868,9.61,9.34940385182868,74.69135802469135,38.0,42.0,False,Test
ADI-47243,9.668,9.310429922429266,9.668,9.310429922429266,71.60493827160494,35.0,47.0,False,Test
ADI-47246,9.561,9.18483668121184,9.561,9.18483668121184,58.0246913580247,41.0,69.0,False,Test
ADI-47248,9.799,9.25126072220296,9.799,9.25126072220296,64.19753086419753,31.0,59.0,False,Test
ADI-47251,9.935,9.231401669036382,9.935,9.231401669036382,62.34567901234568,28.0,62.0,False,Test
ADI-47253,9.979,9.259878483533909,9.979,9.259878483533909,66.0493827160494,25.0,56.0,False,Test
ADI-47255,10.003,9.539587201767164,10.003,9.539587201767164,90.74074074074075,23.0,16.0,False,Test
ADI-47256,10.023,9.168682755215974,10.023,9.168682755215974,53.086419753086425,22.0,77.0,False,Test
ADI-47257,10.26,9.126402992898134,10.26,9.126402992898134,45.06172839506173,17.0,90.0,False,Test
ADI-47261,10.809,9.29349783513524,10.809,9.29349783513524,69.75308641975309,11.0,50.0,True,Test
ADI-47263,11.279,9.312289688280284,11.279,9.312289688280284,72.22222222222221,9.0,46.0,True,Test
ADI-47264,11.454,9.829526029540146,11.454,9.829526029540146,97.53086419753086,8.0,5.0,True,Test
ADI-47278,8.547,8.827805562172825,8.547,8.827805562172825,7.4074074074074066,161.0,151.0,False,Test
ADI-47279,8.62,9.004936918067797,8.62,9.004936918067797,29.01234567901235,157.0,116.0,False,Test
ADI-47281,8.644,8.81848098139188,8.644,8.81848098139188,6.790123456790123,153.0,152.0,False,Test
ADI-47282,8.673,8.73358027130257,8.673,8.73358027130257,2.4691358024691357,151.0,159.0,False,Test
ADI-47286,8.76,9.443688356135253,8.76,9.443688356135253,81.48148148148148,141.0,31.0,False,Test
ADI-47287,8.804,9.361181136359834,8.804,9.361181136359834,75.92592592592592,136.0,40.0,False,Test
ADI-47290,8.897,8.847405451355312,8.897,8.847405451355312,11.11111111111111,115.0,145.0,False,Test
ADI-47291,8.916,9.175950398208462,8.916,9.175950398208462,55.55555555555556,110.0,73.0,False,Test
ADI-47293,8.95,9.079368321345274,8.95,9.079368321345274,38.88888888888889,95.0,100.0,False,Test
ADI-47294,8.954,8.910728014579705,8.954,8.910728014579705,17.901234567901234,94.0,134.0,False,Test
ADI-47295,8.964,8.920430656332504,8.964,8.920430656332504,19.753086419753085,91.0,131.0,False,Test
ADI-47296,8.964,9.129181837044818,8.964,9.129181837044818,45.67901234567901,91.0,89.0,False,Test
ADI-47298,9.047,9.016331126958152,9.047,9.016331126958152,29.629629629629626,84.0,115.0,False,Test
ADI-47299,9.051,9.032571228743764,9.051,9.032571228743764,32.71604938271605,83.0,110.0,False,Test
ADI-47303,9.187,8.786065672065844,9.187,8.786065672065844,4.320987654320987,71.0,156.0,False,Test
ADI-47304,9.193,9.132563214629409,9.193,9.132563214629409,46.913580246913575,68.0,87.0,False,Test
ADI-47305,9.197,9.153372202421,9.197,9.153372202421,51.23456790123457,66.0,80.0,False,Test
ADI-47306,9.255,9.137074182718182,9.255,9.137074182718182,48.76543209876543,60.0,84.0,False,Test
ADI-47307,9.265,9.250955038954466,9.265,9.250955038954466,63.580246913580254,57.0,60.0,False,Test
ADI-47310,9.294,9.261745390479913,9.294,9.261745390479913,66.66666666666666,53.0,55.0,False,Test
ADI-47311,9.294,9.02182093151333,9.294,9.02182093151333,30.864197530864196,53.0,113.0,False,Test
ADI-47313,9.454,8.900051208632403,9.454,8.900051208632403,15.432098765432098,44.0,138.0,False,Test
