experiment_code,experiment_id,family,representation,topology,annotation,notes,cv_primary_mae,cv_shadow_mae,cv_mean_mae,public_mae,private_mae,test_overall_mae,abs_PS,abs_pub_priv,is_factorial_200,is_surfaceish,provenance,candidate_class,cv_pct,test_pct
EXP-H061,TRF_HIC_ESM2_FULL_JOINT_CHAIN_SPECIFIC_DUAL_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-4 MEAN; OOF TEST in cv_*; VAL=0.4568/0.4382; params=485249,0.5330681005407263,0.4805228534745581,0.5067954770076422,0.4816351869371202,0.4615196249691057,0.471577405953113,0.0525452470661682,0.020115561968014506,False,False,retrospective_historical,other,0.20943952802359883,0.30678466076696165
EXP-H062,TRF_HIC_ESM2_FULL_SEPARATE_CROSSATTN_UNGATED_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-6 CONCAT; OOF TEST in cv_*; VAL=0.4458/0.4456; params=567681,0.5719192008501218,0.5175434777530623,0.544731339301592,0.4852825205296646,0.4719176179862316,0.4786000692579482,0.054375723097059514,0.013364902543432977,False,False,retrospective_historical,other,0.8643067846607669,0.471976401179941
EXP-H063,TRF_HIC_ESM2_FULL_SEPARATE_CROSSATTN_UNGATED_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-6 MEAN; OOF TEST in cv_*; VAL=0.4719/0.4336; params=551297,0.531473920798596,0.5172349734365204,0.5243544471175582,0.4979901280344269,0.4795107209947374,0.4887504245145821,0.014238947362075649,0.018479407039689477,False,False,retrospective_historical,other,0.471976401179941,0.7168141592920354
EXP-H064,TRF_HIC_ESM2_FULL_SEPARATE_CROSSATTN_GEOM_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-6G CONCAT; OOF TEST in cv_*; VAL=0.4454/0.4238; params=567713,0.5797964527930743,0.5198421396326136,0.549819296212844,0.4906993174611785,0.4712004351203824,0.4809498762907805,0.05995431316046074,0.01949888234079611,False,False,retrospective_historical,other,0.9262536873156342,0.551622418879056
EXP-H065,TRF_HIC_ESM2_FULL_SEPARATE_CROSSATTN_GEOM_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-6G MEAN; OOF TEST in cv_*; VAL=0.4720/0.4358; params=551329,0.5430027574609827,0.4970959039381992,0.5200493306995909,0.480851975146635,0.4804550742632076,0.4806535247049213,0.04590685352278351,0.00039690088342742014,False,False,retrospective_historical,other,0.39823008849557523,0.5398230088495575
EXP-H066,TRF_HIC_ESM2_FULL_SEPARATE_WITHIN_CHAIN_EXTRA_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-8 CONCAT; OOF TEST in cv_*; VAL=0.4603/0.4411; params=567681,0.5159922823493863,0.511632691512873,0.5138124869311297,0.4670960439988124,0.4655740043734327,0.4663350241861226,0.004359590836513272,0.0015220396253796675,False,False,retrospective_historical,other,0.30973451327433627,0.2182890855457227
EXP-H067,TRF_HIC_ESM2_FULL_SEPARATE_WITHIN_CHAIN_EXTRA_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-8 MEAN; OOF TEST in cv_*; VAL=0.4513/0.4184; params=551297,0.5457440129032841,0.5204454283066738,0.533094720604979,0.4814884491908698,0.4771376982323917,0.4793130737116308,0.025298584596610274,0.004350750958478089,False,False,retrospective_historical,other,0.6312684365781711,0.504424778761062
EXP-H068,TRF_HIC_SCRATCH_FULL_HONLY_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-H0 Heavy-only; OOF TEST in cv_*; VAL=0.4591/0.4390; params=324097,0.5467886065730342,0.525400857007062,0.5360947317900481,0.5156464140150282,0.508253860756203,0.5119501373856156,0.021387749565972225,0.007392553258825152,False,False,retrospective_historical,other,0.7315634218289085,0.9203539823008849
EXP-H069,TRF_HIC_SCRATCH_FULL_SEPARATE_DUAL_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-1 CONCAT; OOF TEST in cv_*; VAL=0.4704/0.4578; params=340481,0.5643535693133319,0.5071089262314784,0.5357312477724052,0.4825385037645882,0.4894224869527934,0.4859804953586908,0.05724464308185351,0.006883983188205212,False,False,retrospective_historical,other,0.7020648967551623,0.6814159292035398
EXP-H070,TRF_HIC_SCRATCH_FULL_SEPARATE_DUAL_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-1 MEAN; OOF TEST in cv_*; VAL=0.4535/0.4599; params=324097,0.5605257277312102,0.4911907957100573,0.5258582617206338,0.4722508399869189,0.5149108676674925,0.4935808538272057,0.06933493202115293,0.04266002768057359,False,False,retrospective_historical,other,0.5014749262536873,0.8112094395280236
EXP-H071,TRF_HIC_SCRATCH_FULL_JOINT_SINGLE_REG_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-2 single REG; OOF TEST in cv_*; VAL=0.4745/0.4611; params=323969,0.5284297512666679,0.4749465964988425,0.5016881738827552,0.4795710758162133,0.4800268844792872,0.4797989801477502,0.05348315476782539,0.0004558086630739311,False,False,retrospective_historical,other,0.16224188790560473,0.5132743362831859
EXP-H072,TRF_HIC_SCRATCH_FULL_JOINT_DUAL_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-3 CONCAT; OOF TEST in cv_*; VAL=0.4659/0.4698; params=340481,0.532464554115578,0.4794413952768585,0.5059529746962182,0.4841499263622142,0.4825197322515794,0.4833348293068967,0.05302315883871955,0.0016301941106348083,False,False,retrospective_historical,other,0.20353982300884957,0.6194690265486725
EXP-H073,TRF_HIC_SCRATCH_FULL_JOINT_DUAL_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-3 MEAN; OOF TEST in cv_*; VAL=0.4687/0.4389; params=324097,0.5353125088538653,0.4954673798172562,0.5153899443355607,0.4806992839295188,0.474538049109188,0.4776186665193534,0.039845129036609084,0.006161234820330763,False,False,retrospective_historical,other,0.3303834808259587,0.4365781710914454
EXP-H074,TRF_HIC_SCRATCH_FULL_JOINT_CHAIN_SPECIFIC_DUAL_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-4 CONCAT; OOF TEST in cv_*; VAL=0.4617/0.4500; params=340481,0.5177603890689803,0.5168080570550612,0.5172842230620207,0.4606035178855614,0.4681510232054156,0.4643772705454884,0.0009523320139190883,0.007547505319854153,False,False,retrospective_historical,other,0.3421828908554572,0.19174041297935104
EXP-H075,TRF_HIC_SCRATCH_FULL_JOINT_CHAIN_SPECIFIC_DUAL_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-4 MEAN; OOF TEST in cv_*; VAL=0.4593/0.4621; params=324097,0.5058164079454209,0.5132760109136134,0.5095462094295171,0.4859148870397499,0.4919952441556954,0.4889550655977226,0.00745960296819248,0.006080357115945512,False,False,retrospective_historical,other,0.2448377581120944,0.7197640117994101
EXP-H076,TRF_HIC_SCRATCH_FULL_SEPARATE_CROSSATTN_UNGATED_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-6 CONCAT; OOF TEST in cv_*; VAL=0.4769/0.4647; params=406529,0.5491884164221492,0.5641470692010574,0.5566677428116034,0.4884666343971534,0.4981289970492139,0.4932978157231836,0.014958652778908177,0.009662362652060497,False,False,retrospective_historical,other,0.9528023598820059,0.8023598820058997
EXP-H077,TRF_HIC_SCRATCH_FULL_SEPARATE_CROSSATTN_UNGATED_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-6 MEAN; OOF TEST in cv_*; VAL=0.4648/0.4430; params=390145,0.533580958566548,0.5068919924041371,0.5202364754853426,0.4713397905326183,0.5031741460164387,0.4872569682745286,0.0266889661624109,0.03183435548382041,False,False,retrospective_historical,other,0.40412979351032446,0.6991150442477876
EXP-H078,TRF_HIC_SCRATCH_FULL_SEPARATE_CROSSATTN_GEOM_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-6G CONCAT; OOF TEST in cv_*; VAL=0.4626/0.4478; params=406561,0.516869805606795,0.5042749463776012,0.5105723759921981,0.4851690006020628,0.4894786040694624,0.4873238023357627,0.012594859229193789,0.004309603467399614,False,False,retrospective_historical,other,0.26843657817109146,0.7020648967551623
EXP-H079,TRF_HIC_SCRATCH_FULL_SEPARATE_CROSSATTN_GEOM_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-6G MEAN; OOF TEST in cv_*; VAL=0.4613/0.4341; params=390177,0.5689273633132745,0.5028182423438555,0.5358728028285651,0.4899128259729457,0.5413555716997311,0.5156341988363383,0.06610912096941901,0.05144274572678542,False,False,retrospective_historical,other,0.7168141592920354,0.9321533923303835
EXP-H080,TRF_HIC_SCRATCH_FULL_SEPARATE_WITHIN_CHAIN_EXTRA_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-8 CONCAT; OOF TEST in cv_*; VAL=0.4648/0.4152; params=406529,0.5137117828557521,0.5027035351976936,0.5082076590267228,0.4797678699257933,0.4907740948524002,0.4852709823890969,0.011008247658058523,0.011006224926606911,False,False,retrospective_historical,other,0.23008849557522124,0.6666666666666666
EXP-H081,TRF_HIC_SCRATCH_FULL_SEPARATE_WITHIN_CHAIN_EXTRA_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 Scratch ARCH-8 MEAN; OOF TEST in cv_*; VAL=0.4704/0.4419; params=390145,0.5676817748929248,0.543559529904966,0.5556206523989454,0.4723439396987726,0.4878930412575051,0.4801184904781388,0.024122244987958785,0.015549101558732514,False,False,retrospective_historical,other,0.9498525073746312,0.5221238938053098
EXP-H082,TRF_HIC_ESM2_ARCHH0_F1_LATEFUSION_V3,TRANSFORMER,,,,EXP-H054 + F1 late fusion,0.4822024796097366,0.4912395904917775,0.4867210350507571,0.4179278955341856,0.4262716540112907,0.4220997747727382,0.0090371108820409,0.008343758477105112,False,True,retrospective_historical,other,0.11504424778761062,0.06784660766961652
EXP-H083,TRF_HIC_ESM2_ARCHH0_F2_LATEFUSION_V3,TRANSFORMER,,,,EXP-H054 + F2 late fusion,0.5013471455044216,0.5187343213587632,0.5100407334315924,0.4615396711561416,0.4790167415289232,0.4702782063425323,0.017387175854341574,0.017477070372781622,False,False,retrospective_historical,other,0.2536873156342183,0.2890855457227139
EXP-H084,TRF_HIC_ESM2_ARCHH0_F3_LATEFUSION_V3,TRANSFORMER,,,,EXP-H054 + F3 late fusion,0.5306836574224778,0.5060686920542776,0.5183761747383777,0.4666683667029863,0.4463491389898606,0.4565087528464235,0.02461496536820018,0.020319227713125665,False,True,retrospective_historical,C_test_specialist,0.37168141592920356,0.13569321533923304
EXP-H085,TRF_HIC_ESM2_ARCHH0_F4_LATEFUSION_V3,TRANSFORMER,,,,EXP-H054 + F4 late fusion,0.4728736329255279,0.4887435744485736,0.4808086036870507,0.4049512812296549,0.4280629569159613,0.4165071190728082,0.01586994152304566,0.0231116756863064,False,False,retrospective_historical,other,0.09144542772861357,0.0471976401179941
EXP-H086,TRF_HIC_ESM2_ARCH4_F1_LATEFUSION_V3,TRANSFORMER,,,,EXP-H061 + F1 late fusion,0.4714368941224652,0.501216005537245,0.486326449829855,0.4017567271479853,0.4109313752916124,0.4063440512197989,0.02977911141477979,0.009174648143627062,False,True,retrospective_historical,other,0.10914454277286136,0.014749262536873156
EXP-H087,TRF_HIC_ESM2_ARCH4_F2_LATEFUSION_V3,TRANSFORMER,,,,EXP-H061 + F2 late fusion,0.5290419367566521,0.5302648827352642,0.5296534097459582,0.4694924408712504,0.4883293646353261,0.4789109027532884,0.0012229459786120556,0.018836923764075697,False,False,retrospective_historical,other,0.5663716814159292,0.4837758112094395
EXP-H088,TRF_HIC_ESM2_ARCH4_F3_LATEFUSION_V3,TRANSFORMER,,,,EXP-H061 + F3 late fusion,0.540590239442425,0.5450466083950466,0.5428184239187358,0.4814816870983734,0.4529350735699688,0.4672083803341711,0.004456368952621581,0.028546613528404596,False,True,retrospective_historical,other,0.8377581120943953,0.2359882005899705
EXP-H089,TRF_HIC_ESM2_ARCH4_F4_LATEFUSION_V3,TRANSFORMER,,,,EXP-H061 + F4 late fusion,0.4717065153710635,0.4678119069794076,0.4697592111752356,0.4018183804735727,0.4391924267992561,0.4205054036364143,0.003894608391655896,0.03737404632568336,False,False,retrospective_historical,other,0.058997050147492625,0.061946902654867256
EXP-H090,TRF_HIC_SCRATCH_ARCH2_F1_LATEFUSION_V3,TRANSFORMER,,,,EXP-H071 + F1 late fusion,0.4575707557113082,0.4854537234836154,0.4715122395974618,0.405876104849356,0.4128748083232361,0.4093754565862961,0.0278829677723072,0.006998703473880097,False,True,retrospective_historical,other,0.061946902654867256,0.035398230088495575
EXP-H091,TRF_HIC_SCRATCH_ARCH2_F2_LATEFUSION_V3,TRANSFORMER,,,,EXP-H071 + F2 late fusion,0.522945386580479,0.5188586030653963,0.5209019948229376,0.4613781138290593,0.4928945566813149,0.4771363352551872,0.004086783515082626,0.03151644285225558,False,False,retrospective_historical,other,0.415929203539823,0.4247787610619469
EXP-H092,TRF_HIC_SCRATCH_ARCH2_F3_LATEFUSION_V3,TRANSFORMER,,,,EXP-H071 + F3 late fusion,0.5379145524766711,0.5158884915010428,0.5269015219888569,0.4754877304265527,0.4478203006320528,0.4616540155293028,0.022026060975628314,0.027667429794499876,False,True,retrospective_historical,other,0.5221238938053098,0.16224188790560473
EXP-H093,TRF_HIC_SCRATCH_ARCH2_F4_LATEFUSION_V3,TRANSFORMER,,,,EXP-H071 + F4 late fusion,0.4983819906917618,0.5058691315356596,0.5021255611137108,0.4069604137090991,0.4214826455763829,0.4142215296427409,0.007487140843897788,0.014522231867283797,False,False,retrospective_historical,other,0.168141592920354,0.04424778761061947
EXP-H094,TRF_HIC_SCRATCH_ARCH2_STATIC_SAP_KD_GLOBAL3_V3,TRANSFORMER,,,,H071 Scratch + STATIC_SAP_KD SAP3 late fusion,0.5202291506072622,0.5005039269247172,0.5103665387659897,0.491031106925305,0.4893060490172585,0.4901685779712817,0.019725223682544923,0.0017250579080465012,False,True,retrospective_historical,other,0.26253687315634217,0.7551622418879056
EXP-H095,TRF_HIC_SCRATCH_ARCH2_STATIC_SAP_KD_CHAIN9_V3,TRANSFORMER,,,,H071 Scratch + STATIC_SAP_KD SAP9 late fusion,0.5211739397873113,0.5288411209200635,0.5250075303536874,0.5219594514634874,0.4659824763168522,0.4939709638901697,0.007667181132752221,0.055976975146635244,False,True,retrospective_historical,other,0.4778761061946903,0.8171091445427728
EXP-H096,TRF_HIC_SCRATCH_ARCH2_SURFACE_STATIC_SAP_KD_CHAIN9_V3,TRANSFORMER,,,,H071 Scratch + SURFACE + STATIC_SAP_KD SAP9 late fusion,0.4806062555195372,0.4807050141228569,0.480655634821197,0.4162601349442094,0.4232820136929734,0.4197710743185915,9.87586033197041e-05,0.007021878748764032,False,True,retrospective_historical,other,0.08849557522123894,0.058997050147492625
EXP-H097,TRF_HIC_SCRATCH_ARCH2_F4_STATIC_SAP_KD_CHAIN9_V3,TRANSFORMER,,,,H071 Scratch + F4 + STATIC_SAP_KD SAP9 late fusion,0.4758545104132757,0.4932754427591959,0.4845649765862358,0.4071074865835684,0.4268775148744936,0.416992500729031,0.01742093234592018,0.019770028290925223,False,True,retrospective_historical,other,0.09734513274336283,0.05014749262536873
EXP-H098,TRF_HIC_ESM2_ARCH4_STATIC_SAP_KD_GLOBAL3_V3,TRANSFORMER,,,,H061 ESM2 ARCH-4 + STATIC_SAP_KD SAP3 late fusion,0.5491239056999301,0.5040708617222162,0.5265973837110731,0.4954488915337455,0.4513199333850248,0.4733844124593852,0.045053043977713925,0.0441289581487207,False,True,retrospective_historical,other,0.5103244837758112,0.3421828908554572
EXP-H099,TRF_HIC_ESM2_ARCH4_STATIC_SAP_KD_CHAIN9_V3,TRANSFORMER,,,,H061 ESM2 ARCH-4 + STATIC_SAP_KD SAP9 late fusion,0.5519959435168609,0.5074416799192076,0.5297188117180343,0.5311004990942685,0.4661452443629135,0.498622871728591,0.04455426359765324,0.064955254731355,False,True,retrospective_historical,other,0.5722713864306784,0.8761061946902655
EXP-H100,TRF_HIC_ESM2_ARCH4_SURFACE_STATIC_SAP_KD_CHAIN9_V3,TRANSFORMER,,,,H061 ESM2 ARCH-4 + SURFACE + STATIC_SAP_KD SAP9 late fusion,0.474673456168469,0.4740126054551865,0.4743430308118278,0.4133675702883873,0.4049711693657768,0.409169369827082,0.0006608507132825348,0.008396400922610459,False,True,retrospective_historical,other,0.07374631268436578,0.032448377581120944
EXP-H101,TRF_HIC_ESM2_ARCH4_F4_STATIC_SAP_KD_CHAIN9_V3,TRANSFORMER,,,,H061 ESM2 ARCH-4 + F4 + STATIC_SAP_KD SAP9 late fusion,0.4682044706462341,0.4897544041386357,0.478979437392435,0.4162709730171863,0.4265437850952148,0.4214073790562005,0.021549933492401585,0.010272812078028493,False,True,retrospective_historical,other,0.08259587020648967,0.06489675516224189
EXP-H102,TRF_HIC_SCRATCH_ARCH2_HSP_BM_R5_PROMOTED_V3,TRANSFORMER,,,,Scratch + P1 BM-R5 HSP alone,0.4776913112593286,0.4615745178505226,0.4696329145549256,0.4755986840518904,0.4266101140151789,0.4511043990335346,0.016116793408806007,0.048988570036711476,False,True,retrospective_historical,other,0.05604719764011799,0.10619469026548672
EXP-H103,TRF_HIC_SCRATCH_ARCH2_SURFACE_PLUS_HSP_BM_R5_PROMOTED_V3,TRANSFORMER,,,,Scratch + SURFACE + P1 BM-R5,0.4409347164483718,0.4892801464693046,0.4651074314588382,0.4018727199413157,0.4132900501769266,0.4075813850591212,0.048345430020932834,0.011417330235610923,False,True,retrospective_historical,other,0.05309734513274336,0.02064896755162242
EXP-H104,TRF_HIC_SCRATCH_ARCH2_HSP_FP_R5_PROMOTED_V3,TRANSFORMER,,,,Scratch + P2 FP-R5 HSP alone,0.5030931984701273,0.4946273319103099,0.4988602651902186,0.4295397912484629,0.4465301774578331,0.438034984353148,0.008465866559817459,0.016990386209370156,False,True,retrospective_historical,other,0.14749262536873156,0.07669616519174041
EXP-H105,TRF_HIC_SCRATCH_ARCH2_SURFACE_PLUS_HSP_FP_R5_PROMOTED_V3,TRANSFORMER,,,,Scratch + SURFACE + P2 FP-R5,0.461215431307569,0.4854651138399854,0.4733402725737772,0.40358410230095,0.4143752454592858,0.4089796738801179,0.02424968253241644,0.010791143158335792,False,True,retrospective_historical,other,0.06784660766961652,0.029498525073746312
EXP-H106,TRF_HIC_SCRATCH_ARCH2_HSP_EIS_R8_PROMOTED_V3,TRANSFORMER,,,,Scratch + P3 EIS-R8 HSP alone,0.4724984294750072,0.4808270004178271,0.4766627149464172,0.4895328620628074,0.446706404886128,0.4681196334744678,0.008328570942819913,0.04282645717667938,False,True,retrospective_historical,other,0.07669616519174041,0.25663716814159293
EXP-H107,TRF_HIC_SCRATCH_ARCH2_SURFACE_PLUS_HSP_EIS_R8_PROMOTED_V3,TRANSFORMER,,,,Scratch + SURFACE + P3 EIS-R8,0.4511917989754381,0.4440665744263448,0.4476291867008914,0.3913406966409565,0.3958980459519375,0.393619371296447,0.007125224549093312,0.004557349310981007,False,True,retrospective_historical,A_robust_external,0.014749262536873156,0.0058997050147492625
EXP-H108,TRF_HIC_ESM2_ARCH4_HSP_BM_R5_PROMOTED_V3,TRANSFORMER,,,,ESM2 + P1 BM-R5 HSP alone,0.4598795530531142,0.4533387031555175,0.4566091281043158,0.4514800829475308,0.4265870743739752,0.4390335786607531,0.006540849897596679,0.024893008573555586,False,True,retrospective_historical,other,0.032448377581120944,0.08259587020648967
EXP-H109,TRF_HIC_ESM2_ARCH4_SURFACE_PLUS_HSP_BM_R5_PROMOTED_V3,TRANSFORMER,,,,ESM2 + SURFACE + P1 BM-R5,0.4600910251287766,0.4542262043423123,0.4571586147355445,0.399742896562741,0.4028054687123239,0.4012741826375325,0.005864820786464275,0.0030625721495829428,False,True,retrospective_historical,other,0.035398230088495575,0.011799410029498525
EXP-H110,TRF_HIC_ESM2_ARCH4_HSP_FP_R5_PROMOTED_V3,TRANSFORMER,,,,ESM2 + P2 FP-R5 HSP alone,0.4593489172664689,0.470324082315704,0.4648364997910864,0.4081838636987003,0.4260147132402586,0.4170992884694794,0.01097516504923507,0.01783084954155828,False,True,retrospective_historical,other,0.0471976401179941,0.05309734513274336
EXP-H111,TRF_HIC_ESM2_ARCH4_SURFACE_PLUS_HSP_FP_R5_PROMOTED_V3,TRANSFORMER,,,,ESM2 + SURFACE + P2 FP-R5,0.4636177169423043,0.5009940052267946,0.4823058610845495,0.399186679981373,0.4140169319812162,0.4066018059812946,0.0373762882844903,0.01483025199984317,False,True,retrospective_historical,other,0.0943952802359882,0.017699115044247787
EXP-H112,TRF_HIC_ESM2_ARCH4_HSP_EIS_R8_PROMOTED_V3,TRANSFORMER,,,,ESM2 + P3 EIS-R8 HSP alone,0.4846343316914123,0.4748153643196011,0.4797248480055067,0.4619587820547599,0.4375726433271242,0.449765712690942,0.009818967371811205,0.024386138727635676,False,True,retrospective_historical,other,0.0855457227138643,0.10324483775811209
EXP-H113,TRF_HIC_ESM2_ARCH4_SURFACE_PLUS_HSP_EIS_R8_PROMOTED_V3,TRANSFORMER,,,,ESM2 + SURFACE + P3 EIS-R8,0.4618328562136048,0.4933696299423405,0.4776012430779727,0.3903584432719666,0.4049454879760742,0.3976519656240205,0.0315367737287357,0.014587044704107599,False,True,retrospective_historical,other,0.07964601769911504,0.008849557522123894
EXP-H114,TRF_HIC_SCRATCH_ARCH2_SOURCE_SAP24_DIRECT_V3,TRANSFORMER,,,,Scratch + SAP24 DIRECT,0.5109377613774052,0.5170250933140885,0.5139814273457468,0.5170709147512177,0.4860202997466664,0.501545607248942,0.006087331936683316,0.031050615004551307,False,True,retrospective_historical,other,0.31268436578171094,0.8997050147492626
EXP-H115,TRF_HIC_SCRATCH_ARCH2_SOURCE_SAP24_AUX32_V3,TRANSFORMER,,,,Scratch + SAP24 AUX32,0.4950939937638647,0.5408582697738836,0.5179761317688742,0.5154853557068625,0.4786050930258669,0.4970452243663646,0.04576427601001892,0.03688026268099559,False,True,retrospective_historical,other,0.36283185840707965,0.8613569321533924
EXP-H116,TRF_HIC_SCRATCH_ARCH2_SOURCE_SCM24_DIRECT_V3,TRANSFORMER,,,,Scratch + SCM24 DIRECT,0.5151743563899288,0.521736947754283,0.518455652072106,0.4671802957793812,0.4939241956545983,0.4805522457169897,0.00656259136435422,0.02674389987521708,False,False,retrospective_historical,other,0.3805309734513274,0.5309734513274337
EXP-H117,TRF_HIC_SCRATCH_ARCH2_SOURCE_SCM24_AUX32_V3,TRANSFORMER,,,,Scratch + SCM24 AUX32,0.5366920698189441,0.5000906669239938,0.5183913683714689,0.4918874110469111,0.5260736010516129,0.508980506049262,0.036601402894950286,0.034186190004701855,False,False,retrospective_historical,other,0.3746312684365782,0.911504424778761
EXP-H118,TRF_HIC_SCRATCH_ARCH2_SOURCE_SAP24_SCM24_DIRECT_V3,TRANSFORMER,,,,Scratch + COMBINED48 DIRECT,0.5578489767945842,0.5137111282819583,0.5357800525382712,0.5161628154236593,0.5033188065893855,0.5097408110065225,0.04413784851262592,0.012844008834273724,False,True,retrospective_historical,other,0.7109144542772862,0.9144542772861357
EXP-H119,TRF_HIC_SCRATCH_ARCH2_SOURCE_SAP24_SCM24_AUX32_V3,TRANSFORMER,,,,Scratch + COMBINED48 AUX32,0.4901632502520526,0.5074430122375488,0.4988031312448007,0.5026021368709611,0.4800753365033937,0.4913387366871775,0.017279761985496245,0.022526800367567434,False,True,retrospective_historical,B_internal_stable,0.14454277286135694,0.7728613569321534
EXP-H120,TRF_HIC_ESM2_ARCH4_SOURCE_SAP24_DIRECT_V3,TRANSFORMER,,,,ESM2 + SAP24 DIRECT,0.5274419866962197,0.5139373331894109,0.5206896599428152,0.497037432823652,0.4596907039689429,0.4783640683962974,0.01350465350680874,0.03734672885470908,False,True,retrospective_historical,other,0.41297935103244837,0.46607669616519176
EXP-H121,TRF_HIC_ESM2_ARCH4_SOURCE_SAP24_AUX32_V3,TRANSFORMER,,,,ESM2 + SAP24 AUX32,0.5356759608233416,0.5091296508223923,0.5224028058228669,0.4964945209644458,0.4567025934855141,0.47659855722498,0.026546310000949314,0.03979192747893168,False,True,retrospective_historical,other,0.4336283185840708,0.40707964601769914
EXP-H122,TRF_HIC_ESM2_ARCH4_SOURCE_SCM24_DIRECT_V3,TRANSFORMER,,,,ESM2 + SCM24 DIRECT,0.5323601249412254,0.4872442201214072,0.5098021725313163,0.4785317854704679,0.4861009253042715,0.4823163553873697,0.0451159048198182,0.00756913983380364,False,False,retrospective_historical,other,0.25073746312684364,0.584070796460177
EXP-H123,TRF_HIC_ESM2_ARCH4_SOURCE_SCM24_AUX32_V3,TRANSFORMER,,,,ESM2 + SCM24 AUX32,0.5187422082689075,0.5079563521396966,0.513349280204302,0.4775665725896388,0.4808262334752966,0.4791964030324677,0.010785856129210902,0.0032596608856578224,False,False,retrospective_historical,other,0.3008849557522124,0.5014749262536873
EXP-H124,TRF_HIC_ESM2_ARCH4_SOURCE_SAP24_SCM24_DIRECT_V3,TRANSFORMER,,,,ESM2 + COMBINED48 DIRECT,0.5283698642401048,0.5290885392177251,0.5287292017289149,0.4975381124049056,0.4923462837125048,0.4949421980587052,0.0007186749776203483,0.005191828692400813,False,True,retrospective_historical,other,0.5575221238938053,0.831858407079646
EXP-H125,TRF_HIC_ESM2_ARCH4_SOURCE_SAP24_SCM24_AUX32_V3,TRANSFORMER,,,,ESM2 + COMBINED48 AUX32,0.5494470211076148,0.5193251106827347,0.5343860658951747,0.5318563181559245,0.4831703875506364,0.5075133528532805,0.030121910424880105,0.048685930605288086,False,True,retrospective_historical,other,0.6666666666666666,0.9026548672566371
EXP-H126,XGB_HIC_SOURCE_SAP24_DEPTH2_FOLDLOCAL,XGBOOST,,,,SOURCE_SAP24 shallow XGBoost depth=2 fold-local,0.57993899032216,0.5571808036521628,0.5685598969871615,0.6296252898228021,0.5765129875842434,0.6030691387035227,0.022758186669997182,0.05311230223855867,False,True,retrospective_historical,other,0.9882005899705014,0.9970501474926253
EXP-H127,XGB_HIC_SOURCE_SAP24_DEPTH3_FOLDLOCAL,XGBOOST,,,,SOURCE_SAP24 shallow XGBoost depth=3 fold-local (sensitivity),0.5803791624940472,0.5535449643547151,0.5669620634243812,0.634651744512864,0.5736707777800383,0.6041612611464511,0.026834198139332077,0.060980966732825714,False,True,retrospective_historical,other,0.9823008849557522,1.0
EXP-H128,TRF_HIC_SCRATCH_RESIDUE_F1_ADDITIVE_V3,TRANSFORMER,,,,H071 + residue F1 SURFACE additive,0.5456844004878291,0.4817594448136694,0.5137219226507492,0.4947303676840701,0.4653781740165051,0.4800542708502876,0.06392495567415968,0.029352193667564974,False,True,retrospective_historical,other,0.30678466076696165,0.5191740412979351
EXP-H129,TRF_HIC_SCRATCH_RESIDUE_F1_GATED_V3,TRANSFORMER,,,,H071 + residue F1 SURFACE gated,0.5402040597892102,0.4954431612462173,0.5178236105177138,0.4961790893931447,0.4615321067527489,0.4788555980729468,0.044760898542992866,0.034646982640395785,False,True,retrospective_historical,other,0.35103244837758113,0.4808259587020649
