id,generator,n_atoms,ref_E_per_atom,ref_F_rms,ref_F_q90,ref_F_max,extraction_status,CDR_ref_F_rms,HCDR3_ref_F_rms,interface_ref_F_rms,P1_dE_mean,P1_dE_median,P1_dE_sd,P1_dE_q10,P1_dE_q90,P1_dE_max,P1_dE_per_atom_mean,P1_Frms_mean,P1_Frms_q90,CDR_P1_dE_mean,P2_dE_mean,P2_dE_median,P2_dE_sd,P2_dE_q10,P2_dE_q90,P2_dE_max,P2_dE_per_atom_mean,P2_Frms_mean,P2_Frms_q90,P3_dE_mean,P3_dE_median,P3_dE_sd,P3_dE_q10,P3_dE_q90,P3_dE_max,P3_dE_per_atom_mean,P3_Frms_mean,P3_Frms_q90
ADI-45495,esmfold,3361.0,-0.1749034587629704,3.2798643112182617,4.176636695861816,10.210260391235352,SUCCESS,,,3.285947561264038,72.24313926696777,72.21243286132812,3.459104421706664,67.64981079101562,76.61991882324219,80.11883544921875,0.0214945371219779,3.921512201428413,3.967371702194214,,0.0631561279296875,-0.0245361328125,0.4165612477009537,-0.2238342285156249,0.3538024902343748,1.11468505859375,1.8790874123679708e-05,3.2789340913295746,3.2830578088760376,167.75127029418945,162.61614990234375,9.234562176529815,159.43618469238282,179.800244140625,183.41555786132807,0.0499111188021985,4.739969909191132,4.835869407653808
ADI-45497,esmfold,3578.0,-0.1722736049458059,3.2505311965942383,4.141460418701172,10.111700057983398,SUCCESS,,,3.2470510005950928,76.86656188964844,75.60888671875,4.872954562536941,71.53335571289062,83.466552734375,87.69873046875,0.0214831084096278,3.8938878178596497,3.955285429954529,,0.0338516235351562,0.079315185546875,0.3679505773194285,-0.3852905273437499,0.411309814453125,0.538330078125,9.461046264716672e-06,3.2504715621471405,3.2551825284957885,181.55212020874023,181.12960815429688,10.237093449455283,170.77834777832032,191.0220489501953,203.3922119140625,0.0507412297956233,4.726980328559876,4.817592668533325
ADI-45498,esmfold,3519.0,-0.171135102662555,3.2882778644561768,4.146688938140869,14.036303520202637,SUCCESS,,,3.4267966747283936,76.8477554321289,76.76522827148438,3.782198596806819,72.34152221679688,81.04986572265625,84.6085205078125,0.0218379526661349,3.9398859292268753,3.980925440788269,,0.0057220458984375,0.067840576171875,0.43246742367672,-0.4454406738281249,0.3592163085937498,0.91668701171875,1.6260431652280477e-06,3.2874206602573395,3.291363477706909,175.08313369750977,172.3602294921875,7.394206430257794,168.98095703125,185.9809417724609,189.5628662109375,0.0497536611814463,4.747402310371399,4.828265953063965
ADI-45499,esmfold,3599.0,-0.1755938030475045,3.355975866317749,4.142382621765137,26.631107330322266,SUCCESS,,,3.291812896728516,77.22633361816406,76.19448852539062,4.191117391299411,72.16787719726562,82.62664794921875,84.18804931640625,0.0214577198161056,3.9815244376659393,4.046491861343384,,-0.0779495239257812,-0.1209716796875,0.3987866973254498,-0.4365051269531249,0.3642272949218749,0.627197265625,-2.1658661829891985e-05,3.3543997406959534,3.359430360794067,185.38486099243164,183.95770263671875,8.174456498422876,176.15865173339844,195.21820678710932,197.50534057617188,0.0515101030820871,4.954151034355164,5.187214040756226
ADI-46677,esmfold,3375.0,-0.175030128761574,3.3918423652648926,4.167187690734863,26.042966842651367,SUCCESS,,,3.426827907562256,74.43459510803223,74.00396728515625,3.0805160787948984,71.51400756835938,78.71791076660156,80.71795654296875,0.0220546948468243,4.089521110057831,4.212759733200073,,0.1122055053710937,0.136993408203125,0.409001468568913,-0.3343017578125,0.5631652832031249,0.857666015625,3.324607566550926e-05,3.391731977462769,3.397079873085022,176.56238174438477,173.0641632080078,7.414956894085424,170.87589111328126,187.72203063964844,191.28579711914065,0.052314779776114,5.016168177127838,5.271705102920532
ADI-46678,esmfold,3440.0,-0.172964033969613,3.327794313430786,4.146905899047852,19.240209579467773,SUCCESS,,,3.180556058883667,74.60135650634766,73.61410522460938,3.258966808161082,71.4595947265625,79.13235473632812,81.000244140625,0.0216864408448685,3.964593484997749,4.010671377182007,,0.0905914306640625,0.011871337890625,0.5391588770621999,-0.4628784179687499,0.7426086425781249,1.1746826171875,2.633471821629724e-05,3.3269768953323364,3.33672091960907,175.00128936767578,175.2603759765625,4.826199416144861,169.4569519042969,179.07386169433593,184.5909118652344,0.0508724678394406,4.801527917385101,4.854745292663575
ADI-46682,esmfold,3380.0,-0.1729527219512759,3.27543568611145,4.186593055725098,11.602296829223633,SUCCESS,,,3.35547423362732,72.91036605834961,72.37730407714844,2.858070500443772,69.96905517578125,76.00218200683594,80.19122314453125,0.0215711142184466,3.919832274317741,3.954225063323975,,0.2813796997070312,0.096954345703125,0.4195272281628658,0.018072509765625,0.8115112304687498,1.26934814453125,8.324843186598557e-05,3.277274191379547,3.285214567184448,175.37900924682617,175.0665740966797,5.557767439864162,167.91189575195312,181.03583679199212,185.2831115722656,0.0518872808422562,4.825620591640472,4.902415943145752
ADI-46684,esmfold,3572.0,-0.1226811339580198,27.829275131225582,4.221644878387451,1167.8272705078125,SUCCESS,,,3.3131935596466064,90.28325748443604,89.31204223632812,42.82392437004662,41.09300231933594,126.36886596679688,198.9204559326172,0.0252752680527536,30.99578058719635,39.54703903198242,,-0.1051559448242187,-0.2007598876953125,0.3533313583662017,-0.3910552978515624,0.3914276123046875,0.573883056640625,-2.943895431809036e-05,27.82901287078857,27.82980117797852,146.4952220916748,139.18136596679688,23.760409011835293,124.00147094726564,173.04913177490235,193.2323760986328,0.041012100249629,20.054556131362915,27.91589431762696
ADI-46685,esmfold,3509.0,-0.1653614756251781,3.4297149181365967,4.190710544586182,26.58317947387696,SUCCESS,,,3.598438024520874,74.76945686340332,73.3624267578125,5.517246096155151,68.82740783691406,81.9736328125,85.50540161132812,0.0213079101919074,4.108694836497307,4.279190540313721,,0.0926666259765625,-0.013916015625,0.3580777135802233,-0.21160888671875,0.4793823242187499,0.9593505859375,2.6408271865649044e-05,3.4301609694957733,3.4341326475143434,180.32049179077148,179.26473999023438,4.0055662140537525,176.38340454101564,184.4482879638672,189.1634826660156,0.0513879999403737,4.952144920825958,5.14393949508667
ADI-46689,esmfold,3320.0,-0.1723519750388271,3.328480958938598,4.221612453460693,14.294109344482422,SUCCESS,,,3.185522079467773,72.11989784240723,72.28959655761719,3.815708467251036,67.47685241699219,77.29612731933594,78.372802734375,0.0217228607959057,3.963670238852501,4.005199193954468,,0.1358489990234375,0.005218505859375,0.387956326911738,-0.21439208984375,0.6105712890624999,0.96441650390625,4.0918373199830574e-05,3.3289535641670227,3.3351809978485107,168.75149154663086,168.80715942382812,7.628147425622455,158.91976318359374,178.52234802246093,181.32296752929688,0.0508287625140454,4.82077693939209,4.888485097885132
ADI-46690,esmfold,3344.0,-0.1747216402628775,3.2544517517089844,4.157034873962402,12.588702201843262,SUCCESS,,,3.3752710819244385,71.99972534179688,71.13229370117188,3.4032245416417632,68.40951538085938,76.74359130859375,77.75582885742188,0.0215310183438387,3.9006654918193817,3.948676943778992,,0.1145858764648437,0.06591796875,0.3890464094023871,-0.2625183105468749,0.61251220703125,0.80767822265625,3.4266111383027435e-05,3.2538198828697205,3.260958361625671,169.07128143310547,170.3846435546875,4.760072514280158,163.52958068847656,172.7403564453125,176.62039184570312,0.0505595937299956,4.77215713262558,4.834693717956543
ADI-46691,esmfold,3381.0,-0.1758892213899826,3.287794589996338,4.202639579772949,13.672934532165527,SUCCESS,,,3.280355453491211,74.10565567016602,73.041015625,4.322091953640059,68.537841796875,80.270751953125,81.88861083984375,0.0219182655043377,3.940188392996788,4.000730514526367,,0.1772994995117187,0.001373291015625,0.2904020366792985,-0.086871337890625,0.529864501953125,0.6990966796875,5.243995844771332e-05,3.28842094540596,3.292617964744568,176.0078239440918,174.83746337890625,6.346158024331417,169.06438598632812,184.0643493652344,186.1412353515625,0.0520579189423519,4.832956075668335,4.915953397750855
ADI-46692,esmfold,3399.0,-0.1765175864569542,3.394085645675659,4.162213802337647,27.22428321838379,SUCCESS,,,3.2712948322296143,73.09064483642578,71.97445678710938,4.68618539182371,68.988525390625,79.250244140625,83.33331298828125,0.0215035730616139,4.083998814225197,4.326807498931885,,0.1625747680664062,0.18206787109375,0.3250201872620484,-0.211737060546875,0.4892333984374999,0.80633544921875,4.783017595363526e-05,3.3945270776748657,3.397639417648316,173.11925888061523,173.59471130371094,5.811627372897323,167.8942413330078,179.29291381835938,179.68649291992188,0.0509324092028876,4.994251132011414,5.271475172042846
ADI-46693,esmfold,3606.0,-0.1716264247629818,3.3928980827331543,4.19230318069458,26.57414436340332,SUCCESS,,,3.365877151489258,78.64732360839844,77.70367431640625,4.7138565926297415,73.63272094726562,84.06634521484375,88.07257080078125,0.0218101285658342,4.06963038444519,4.1608521938323975,,-0.1473846435546875,-0.08697509765625,0.4496804836837067,-0.653106689453125,0.3738586425781249,0.49481201171875,-4.087205866741195e-05,3.390705317258835,3.396897888183594,188.7976531982422,190.43521118164065,6.869053519860376,179.6037384033203,197.16775817871093,197.76754760742188,0.0523565316689523,4.985459983348846,5.245816326141357
ADI-46695,esmfold,3392.0,-0.1735707768854105,3.2866811752319336,4.148550987243652,19.64638900756836,SUCCESS,,,3.301586866378784,71.49269104003906,70.72012329101562,4.471115101356045,66.76165771484375,77.71650695800781,79.85775756835938,0.0210768546698228,3.911208212375641,3.959468007087708,,0.182037353515625,-0.16064453125,0.5816416068225718,-0.27232666015625,1.142425537109375,1.158447265625,5.366667261663473e-05,3.2861886024475098,3.292296266555786,172.83652114868164,172.2361602783203,4.99048519443018,166.3612518310547,178.98695373535156,179.74392700195312,0.0509541630744934,4.758097887039185,4.823178005218506
ADI-46696,esmfold,3475.0,-0.1691561165130395,3.309081077575684,4.210771083831787,14.016889572143556,SUCCESS,,,3.32800817489624,76.39192771911621,76.14506530761719,3.919927547040399,71.74276733398438,81.67201232910156,83.30596923828125,0.0219832885522636,3.958466351032257,4.004138708114624,,0.018157958984375,0.02423095703125,0.3505542164321369,-0.39635009765625,0.3923278808593749,0.7513427734375,5.22531193794964e-06,3.3075439035892487,3.3124467611312864,173.15599060058594,173.26895141601562,4.024680835456606,168.58472900390626,177.97259521484375,179.35858154296875,0.049829062043334,4.74984222650528,4.802835607528687
ADI-46697,esmfold,3574.0,-0.170813749939887,3.263548851013184,4.166889667510986,11.785850524902344,SUCCESS,,,3.291727066040039,75.44357681274414,75.97012329101562,4.373366134625815,68.20089721679688,80.13497924804688,81.236083984375,0.02110900302539,3.8923002034425735,3.93223774433136,,0.0722579956054687,0.05181884765625,0.3785812387954324,-0.321807861328125,0.608612060546875,0.7100830078125,2.0217682038463555e-05,3.262554258108139,3.269250988960266,185.22774124145508,184.19110107421875,7.4995555696792096,177.03030395507812,194.3615478515625,196.282958984375,0.0518264525018061,4.770148992538452,4.861740827560425
ADI-46701,esmfold,3449.0,-0.17989822967255,3.242922067642212,4.175960063934326,10.718658447265623,SUCCESS,,,3.3422887325286865,72.97383117675781,73.45150756835938,3.944957586562004,68.24838256835938,77.745361328125,82.50152587890625,0.0211579678680074,3.88152088224888,3.926005125045776,,0.1260528564453125,0.05084228515625,0.320575477863018,-0.1728759765624999,0.4818420410156249,0.7281494140625,3.654765336193462e-05,3.2428129613399506,3.2488546133041383,179.70357131958008,180.603256225586,4.035270431350484,174.41763916015626,183.9905792236328,184.07305908203125,0.0521030940329313,4.774958372116089,4.8222661972045895
ADI-46704,esmfold,3563.0,-0.1679525447634542,3.309666872024536,4.18063497543335,13.42701816558838,SUCCESS,,,3.3554396629333496,78.20321846008301,77.93295288085938,4.799138362526924,72.59689331054688,84.79563903808594,88.93707275390625,0.0219487001010617,3.957984432578087,4.016816020011902,,-0.0665130615234375,-0.246246337890625,0.4991722535906639,-0.4886535644531249,0.6629699707031249,0.87518310546875,-1.866771302931168e-05,3.307893216609955,3.3170436143875124,179.83201217651367,184.2849884033203,8.888691671250003,167.97745666503906,188.48377380371093,190.3856811523437,0.0504720775123529,4.77818900346756,4.871938133239746
ADI-46705,esmfold,3476.0,-0.1748151351173673,3.2756800651550293,4.157108306884766,14.101086616516112,SUCCESS,,,3.3441946506500244,74.80818176269531,74.84207153320312,2.7464583100745834,71.1412353515625,78.0390625,78.927978515625,0.0215213411285084,3.9192828238010406,3.94380784034729,,0.1083755493164062,-0.0179443359375,0.3562826137210838,-0.2620910644531249,0.648443603515625,0.65557861328125,3.117823628205013e-05,3.2755212485790253,3.281845617294312,181.3104553222656,183.35923767089844,5.034659241387686,174.84494323730468,185.4310485839844,186.8798828125,0.0521606603343687,4.819954097270966,4.888232135772705
ADI-46706,esmfold,3408.0,-0.175269023913173,3.283607244491577,4.154421329498291,13.72633457183838,SUCCESS,,,3.185228109359741,73.54351806640625,73.91152954101562,4.87247348366641,66.599365234375,79.0185546875,81.66314697265625,0.0215796707941332,3.921275928616524,3.971194267272949,,0.286529541015625,0.17718505859375,0.4257030032380522,-0.109381103515625,0.96837158203125,1.0198974609375,8.407556954683832e-05,3.285370230674744,3.293115258216858,170.9122314453125,174.41212463378906,6.972627036650551,161.0977996826172,176.91906127929687,180.04342651367188,0.0501503026541409,4.746456325054169,4.806860494613647
ADI-46707,esmfold,3554.0,-0.1719966924921743,3.402918815612793,4.169486045837402,26.886857986450195,SUCCESS,,,3.2081124782562256,78.93528366088867,80.18844604492188,4.752350888228415,73.18951416015625,84.36337280273438,86.76251220703125,0.0222102655207902,4.060081720352173,4.184024810791016,,-0.0025711059570312,-0.068634033203125,0.4359888300336333,-0.49195556640625,0.5596313476562499,0.87750244140625,-7.234400554392938e-07,3.40134996175766,3.4077213287353514,184.14165878295896,185.41603088378903,4.66166289813737,178.92608947753905,188.60595703125,191.12115478515625,0.0518125095056159,4.8971492648124695,4.981610870361328
ADI-46708,esmfold,3458.0,-0.1729181928397466,3.381228446960449,4.176055908203125,26.03135871887207,SUCCESS,,,3.335078477859497,75.34138870239258,75.8594970703125,5.522266041342824,69.45428466796875,80.91696166992188,88.32623291015625,0.0217875617994194,4.069226965308189,4.156519174575806,,0.0807647705078125,-0.0369873046875,0.3498321691071482,-0.194757080078125,0.4474975585937498,0.91644287109375,2.3355919753560584e-05,3.380547136068344,3.3845059156417845,178.70397567749023,179.36740112304688,3.2858172138820634,175.68797912597657,181.34200439453124,182.03726196289065,0.0516784198026287,5.104691445827484,5.336282539367676
ADI-46710,esmfold,3504.0,-0.1761775953040275,3.2732064723968506,4.14449405670166,17.81833839416504,SUCCESS,,,3.3891031742095947,74.82672500610352,74.53213500976562,3.5875433412445275,71.19046020507812,79.44540405273438,82.727783203125,0.021354658962929,3.9087265133857727,3.9420706033706665,,0.0668869018554687,0.021636962890625,0.3534807791811712,-0.305584716796875,0.558367919921875,0.55926513671875,1.9088727698478523e-05,3.2723914980888367,3.2783454418182374,175.79623794555664,177.39596557617188,5.193513136824007,169.25860595703125,181.8267791748047,182.02423095703125,0.0501701592310378,4.7359389662742615,4.837324380874634
ADI-46713,esmfold,3396.0,-0.1739288617640698,3.413771867752075,4.197088241577148,25.665292739868164,SUCCESS,,,3.293975114822388,75.98070907592773,76.29745483398438,3.888219319079604,71.08056640625,80.9537353515625,81.23092651367188,0.0223735892449728,4.115396186709404,4.302685022354126,,0.20208740234375,0.064697265625,0.4566140308255675,-0.254901123046875,0.7010803222656249,1.1473388671875,5.95074800776649e-05,3.414635807275772,3.4223971605300902,172.10699844360352,171.6696319580078,6.061555619609885,166.0151123046875,177.6761474609375,184.906005859375,0.0506793281636052,4.928651750087738,5.178235340118408
ADI-47054,esmfold,3384.0,-0.1702569911947768,3.285106658935547,4.18587064743042,11.673502922058104,SUCCESS,,,3.3103363513946533,71.83934593200684,71.49098205566406,2.2956673334056106,69.17776489257812,75.20306396484375,76.40664672851562,0.0212291211382998,3.914853200316429,3.9418911933898926,,-0.02001953125,-0.00775146484375,0.3497642634840098,-0.425482177734375,0.2955566406249998,0.7470703125,-5.915937130614657e-06,3.283757865428925,3.2875944137573243,170.20291900634766,167.505615234375,8.447965771357254,161.88406677246093,181.56348266601563,183.37744140625,0.0502963708647599,4.777630209922791,4.904666328430176
ADI-47055,esmfold,3454.0,-0.1798003991352869,3.377272129058838,4.160799503326416,26.64458274841309,SUCCESS,,,3.2900373935699463,74.2154655456543,74.58145141601562,4.353439766597035,71.82284545898438,78.37530517578125,79.77520751953125,0.0214868168921986,4.025842562317848,4.091965436935425,,0.0451736450195312,-0.042449951171875,0.3357490804550237,-0.212261962890625,0.3728271484374998,0.78204345703125,1.3078646502469964e-05,3.3757267594337463,3.380355644226074,177.95737838745117,176.47097778320312,7.853427431227209,171.37267150878907,186.1677215576172,196.326416015625,0.0515221130247397,4.95158314704895,5.213959169387818
ADI-47056,esmfold,3476.0,-0.1771050070179894,3.286704063415528,4.203513145446777,14.935084342956545,SUCCESS,,,3.186950445175171,76.23714065551758,76.41180419921875,4.630030807661439,70.9417724609375,81.33499145507812,86.38897705078125,0.0219324340205746,3.9373393058776855,3.973614811897278,,0.084930419921875,0.001312255859375,0.2909495211416423,-0.194097900390625,0.3921447753906249,0.75286865234375,2.443337742286393e-05,3.28578981757164,3.289459490776062,176.3745994567871,175.0174102783203,8.348840407415794,168.01040344238282,185.3522827148437,192.6285400390625,0.0507406787850365,4.780802011489868,4.880591583251953
ADI-47057,esmfold,3512.0,-0.1691510280878506,3.4035181999206543,4.216249942779541,35.28167724609375,SUCCESS,,,3.31264591217041,77.24314498901367,76.7073974609375,3.788116298206153,74.31622314453125,79.91183471679688,87.686279296875,0.0219940617850266,4.062987774610519,4.1064612865448,,-0.0102081298828125,0.0067138671875,0.5751309850680091,-0.70479736328125,0.746966552734375,0.791015625,-2.906642905128844e-06,3.4024801552295685,3.410483336448669,178.3488731384277,176.81533813476562,6.293359995202697,173.7187042236328,183.8453826904297,193.5687561035156,0.0507827087523996,4.850283980369568,4.91060094833374
ADI-47058,esmfold,3383.0,-0.1802187025141793,3.372982978820801,4.170107841491699,28.087343215942383,SUCCESS,,,3.394430637359619,72.81975936889648,73.29122924804688,3.5023263464368024,68.06671142578125,76.55120849609375,79.632568359375,0.0215252022964518,4.068805709481239,4.209473609924316,,0.1834182739257812,0.208740234375,0.4136621033221995,-0.303741455078125,0.5954528808593749,0.9322509765625,5.421763935139854e-05,3.372952282428741,3.3786365747451783,173.43810272216797,172.85409545898438,6.622568784211559,165.70143127441406,182.1541778564453,184.9752197265625,0.0512675444050156,4.901158094406128,4.995980882644654
ADI-47059,esmfold,3366.0,-0.1747083839602365,3.399855613708496,4.212893962860107,27.34762954711914,SUCCESS,,,3.1686644554138184,72.22738838195801,72.0843505859375,3.325340601826273,68.09039306640625,77.20248413085938,78.73672485351562,0.0214579288122275,4.054464429616928,4.170841932296753,,0.0584640502929687,-0.06787109375,0.4099400034706728,-0.258843994140625,0.4542846679687499,0.9921875,1.7368998898683526e-05,3.399065375328064,3.403954195976257,167.25862503051758,169.4672088623047,5.781631018733141,157.93219604492188,172.95780029296876,174.18194580078125,0.0496906194386564,4.802372694015503,4.854359340667725
ADI-47060,esmfold,3388.0,-0.1772802503781729,3.2954938411712646,4.195209503173828,10.7509126663208,SUCCESS,,,3.388001680374145,72.56593322753906,72.28631591796875,4.070378838141996,67.44918823242188,77.32061767578125,81.30902099609375,0.0214185163009265,3.9327900409698486,3.983437776565552,,0.106414794921875,-0.16912841796875,0.5844727319384329,-0.36781005859375,0.7963989257812498,1.44000244140625,3.140932553774351e-05,3.295694500207901,3.304223203659057,170.4274787902832,172.1376190185547,6.647587395636469,162.20394592285157,177.37920532226562,180.4627685546875,0.0503032700089383,4.764567792415619,4.841333532333374
ADI-47061,esmfold,3439.0,-0.1788933153033222,3.2880234718322754,4.172302722930908,11.586600303649902,SUCCESS,,,3.287813663482666,75.4584846496582,75.34619140625,4.343071201010941,70.1436767578125,80.0240478515625,84.602783203125,0.02194198448667,3.943279132246971,3.98501968383789,,0.1009597778320312,0.02569580078125,0.4943947180582163,-0.437811279296875,0.884912109375,0.9083251953125,2.9357306726383032e-05,3.287812888622284,3.297021174430847,170.85250091552734,169.3368682861328,7.667725905046679,162.72893371582032,181.2072509765625,181.27420043945312,0.0496808667971873,4.719337642192841,4.791124773025513
ADI-47062,esmfold,3419.0,-0.1669226370557911,3.7382774353027344,4.171622753143311,70.09236145019531,SUCCESS,,,3.32532286643982,76.51194953918457,74.91828918457031,5.480724857739534,70.01397705078125,84.5489501953125,87.7518310546875,0.0223784584788489,4.464641779661179,4.815478086471558,,0.0782852172851562,-0.1279296875,0.4153886701907309,-0.2404296875,0.5975585937499999,1.008056640625,2.2897109472113555e-05,3.737943321466446,3.743786406517029,173.01787185668945,174.58676147460938,4.784144522502497,167.0994445800781,178.38009948730468,178.58810424804688,0.0506048177410615,5.301476240158081,5.811778974533081
ADI-47063,esmfold,3473.0,-0.1648266432850291,3.4616219997406006,4.193396091461182,27.74339485168457,SUCCESS,,,3.3702454566955566,75.62721824645996,75.49668884277344,2.441865451536016,72.80801391601562,78.44972229003906,80.448486328125,0.0217757610844975,4.118266507983208,4.232722043991089,,0.2102508544921875,0.124359130859375,0.2995236377160439,-0.1057556152343749,0.561083984375,0.8095703125,6.053868542821408e-05,3.462515652179718,3.4665220260620115,177.64209747314453,178.06735229492188,7.9898117452954684,166.7610321044922,186.6343536376953,188.95333862304688,0.051149466591749,4.968197107315064,5.153117895126343
ADI-47064,esmfold,3437.0,-0.1652477043535878,3.434948682785034,4.16025972366333,27.86327362060547,SUCCESS,,,3.316049098968506,75.33538055419922,74.37275695800781,5.234823905559718,69.33003234863281,80.96109008789062,89.20458984375,0.0219189352790803,4.0932410806417465,4.191399812698364,,0.0415496826171875,-0.022735595703125,0.32018897499455,-0.28194580078125,0.3901977539062499,0.6529541015625,1.208893878882383e-05,3.4342357218265533,3.437749218940735,171.6286582946777,172.1871795654297,5.616565484386739,165.49244995117186,178.53864440917968,179.02786254882812,0.049935600318498,4.891313076019287,5.001661920547486
ADI-47065,esmfold,3521.0,-0.1714388439175216,3.353063106536865,4.232943534851074,13.658313751220703,SUCCESS,,,3.303840160369873,76.07822799682617,76.07815551757812,4.226111964951303,71.0797119140625,81.57476806640625,85.2310791015625,0.0216069946029043,3.990792617201805,4.030130624771118,,0.0357742309570312,-0.05523681640625,0.4042800844980204,-0.3836425781249999,0.5490539550781249,0.71905517578125,1.016024736070186e-05,3.351327806711197,3.3583665609359743,177.23583984375,179.6147003173828,6.539975813433365,167.92420349121093,183.91078491210936,184.1263732910156,0.050336790640088,4.812219083309174,4.870077228546142
ADI-47066,esmfold,3615.0,-0.1727518464190006,3.374267101287842,4.202840805053711,27.996477127075195,SUCCESS,,,3.356040954589844,79.3644027709961,80.28173828125,5.349541468008027,72.51751708984375,84.73214721679688,88.9873046875,0.0219541916378965,4.040730059146881,4.131601572036743,,0.1286544799804687,0.031951904296875,0.3836872308346846,-0.230633544921875,0.674578857421875,0.87030029296875,3.5589067767764525e-05,3.373735934495926,3.381433033943176,188.57408142089844,191.399154663086,9.860653288649791,176.2170654296875,197.95167541503903,200.69320678710932,0.0521643378757672,5.0168116092681885,5.194679546356201
ADI-47067,esmfold,3448.0,-0.1673227119888341,3.4590277671813965,4.181489944458008,29.16571998596192,SUCCESS,,,3.3565361499786377,74.67891502380371,73.73968505859375,4.1288641061815285,69.39749145507812,80.94960021972656,81.73159790039062,0.0216586180463467,4.094583362340927,4.1193320751190186,,-0.079986572265625,-0.0816650390625,0.4033042024715513,-0.56029052734375,0.3328186035156249,0.64825439453125,-2.3197961793974767e-05,3.457902878522873,3.463974046707153,173.62399291992188,170.7929229736328,7.800929003127716,166.1693572998047,185.34302368164063,186.47146606445312,0.050354986345685,5.025385737419128,5.382081508636475
ADI-47068,esmfold,3551.0,-0.1749829287194628,3.396200656890869,4.196157932281494,27.30670738220215,SUCCESS,,,3.2581546306610107,76.69018173217773,77.29425048828125,5.5632693298094535,68.84072875976562,83.0755615234375,86.56182861328125,0.0215967844923057,4.034724399447441,4.101868152618408,,0.122100830078125,0.022308349609375,0.4172603528833004,-0.2182006835937499,0.755230712890625,0.7735595703125,3.438491413070262e-05,3.395509421825409,3.40265839099884,188.3122901916504,186.55029296875,6.484354377324518,181.7079833984375,197.5473480224609,200.40252685546875,0.053030777299817,5.06363582611084,5.270173025131226
ADI-47069,esmfold,3514.0,-0.1696766401192106,3.27083158493042,4.177074909210205,16.320249557495117,SUCCESS,,,3.356841802597046,75.19826889038086,75.84954833984375,3.2019877229823948,70.97161865234375,78.88421630859375,80.223876953125,0.0213996211981732,3.904784396290779,3.940101623535156,,0.1422653198242187,-0.03607177734375,0.3661468595234298,-0.193902587890625,0.6267333984375,0.7467041015625,4.048529306323812e-05,3.271420061588288,3.276918959617615,182.52543258666992,186.26852416992188,9.13531808629432,168.79755859375,189.8266723632813,192.2313842773437,0.0519423541794735,4.789150834083557,4.870701837539673
ADI-47070,esmfold,3510.0,-0.0925169246488826,28.416576385498047,4.279139041900635,1182.8968505859375,SUCCESS,,,3.3283493518829346,80.71082258224487,77.87519073486328,39.17529841622712,40.508209228515625,112.17349243164062,205.16345977783203,0.0229945363482179,28.833338141441345,32.06716346740723,,0.1223297119140625,0.021209716796875,0.4163796654909993,-0.25263671875,0.7122772216796874,0.906524658203125,3.4851769776086185e-05,28.41650080680847,28.41730194091797,202.83665561676025,224.2524757385254,55.934065400855104,148.81317901611328,248.40623931884767,249.75159454345703,0.0577882209734359,31.96951985359192,37.95528182983399
ADI-47071,esmfold,3428.0,-0.1791605821429222,3.263558149337769,4.142746925354004,11.54945468902588,SUCCESS,,,3.347102642059326,74.58906936645508,74.74468994140625,3.042900345802184,70.88479614257812,77.87689208984375,80.7723388671875,0.0217587716938317,3.913218796253204,3.954776406288147,,0.0162734985351562,-0.232208251953125,0.4839544363759643,-0.40819091796875,0.6980041503906249,0.94439697265625,4.747228277466818e-06,3.2622953057289124,3.2713753938674928,173.17847442626953,172.0629425048828,10.601764013172314,160.6444305419922,185.34892578125,190.1715087890625,0.0505188081756912,4.752508521080017,4.876493358612061
ADI-47072,esmfold,3585.0,-0.1689669855136419,3.344044208526612,4.180685520172119,24.78119659423828,SUCCESS,,,3.206270217895508,77.22569274902344,76.1529541015625,4.125436598499979,73.1546630859375,82.87899780273438,86.72100830078125,0.0215413368895462,3.990618199110031,4.051032304763794,,0.2208175659179687,0.1123046875,0.4155508974232369,-0.208111572265625,0.85809326171875,0.97259521484375,6.159485799664401e-05,3.344468802213669,3.3514331579208374,186.45916366577148,184.75534057617188,6.895462333751764,179.4930908203125,194.78873596191409,199.14047241210932,0.0520109243140227,4.952731907367706,5.266887950897217
ADI-47073,esmfold,3424.0,-0.1696771283016026,3.2524569034576416,4.145046234130859,11.018424987792969,SUCCESS,,,3.36253023147583,74.71559524536133,75.13594055175781,3.916866904228893,70.21060180664062,80.31387329101562,80.62551879882812,0.0218211434711919,3.9031773805618286,3.968985319137573,,0.1095123291015625,-0.065948486328125,0.492777222992278,-0.2730895996093749,0.7830261230468749,1.1541748046875,3.1983740975923626e-05,3.252058088779449,3.259784150123596,174.01210403442383,175.80923461914062,8.815315092225818,162.1009521484375,184.19957275390624,184.92999267578125,0.0508212920661284,4.746765673160553,4.825569534301758
ADI-47074,esmfold,3516.0,-0.1711050994838328,3.3023505210876465,4.192920207977295,13.768548011779783,SUCCESS,,,3.3349769115448,74.77717971801758,74.4078369140625,4.8435782541370775,69.4189453125,81.48489379882812,83.74639892578125,0.0212676847889697,3.926015049219132,3.981666326522827,,0.0031814575195312,0.0721435546875,0.3862957500616772,-0.450555419921875,0.41939697265625,0.505615234375,9.04851399184087e-07,3.3017041981220245,3.3069318294525147,176.73023223876953,178.53302001953125,6.420328285459704,166.59798583984374,182.9724578857422,183.37289428710932,0.0502645711714361,4.759710550308228,4.8195547580719
