id,cav_total,cav_largest,cav_count,cav_vol_frac,cav_VH_total,cav_VH_largest,cav_VL_total,cav_VL_largest,cav_CH1_total,cav_CH1_largest,cav_CL_total,cav_CL_largest,pack_fab_mean,pack_fab_median,pack_fab_q10,pack_VH_mean,pack_VH_median,pack_VH_q10,pack_VL_mean,pack_VL_median,pack_VL_q10,pack_CH1_mean,pack_CH1_median,pack_CH1_q10,pack_CL_mean,pack_CL_median,pack_CL_q10,pack_CDR_mean,pack_CDR_median,pack_CDR_q10,pack_FW_mean,pack_FW_median,pack_FW_q10
ADI-47100,275.0,63.0,11.0,0.0009505571993473993,98.14030131826742,98.14030131826742,82.34463276836159,82.34463276836159,71.98681732580037,71.98681732580037,68.62052730696799,68.62052730696799,39.12322274881517,39.0,29.0,40.46666666666667,42.0,30.8,39.056603773584904,40.0,29.2,37.30769230769231,36.5,29.0,39.5,38.0,31.0,39.916666666666664,42.0,28.200000000000003,39.7752808988764,40.0,29.8
ADI-47215,148.0,31.0,6.0,0.00042364754813981514,48.182396606574756,48.182396606574756,39.86426299045599,39.86426299045599,39.707317073170735,39.707317073170735,42.21845174973489,42.21845174973489,39.5260663507109,39.0,30.0,40.18333333333333,40.5,29.9,40.44230769230769,39.5,32.0,37.92,37.5,29.0,39.38775510204081,37.0,32.0,39.523809523809526,39.0,26.0,40.48351648351648,40.0,32.0
ADI-47216,222.0,66.0,7.0,0.000720554632322393,92.11618257261411,92.11618257261411,62.178423236514526,62.178423236514526,50.66390041493776,50.66390041493776,52.27593360995851,52.27593360995851,39.116279069767444,38.0,30.400000000000002,39.40983606557377,40.0,30.0,39.875,38.0,32.0,37.78,37.0,29.0,39.25,37.5,32.0,38.51851851851852,37.0,30.0,39.96666666666667,40.0,31.0
ADI-47217,236.0,51.0,9.0,0.0007372051179528188,79.4386653581943,79.4386653581943,94.95583905789991,94.95583905789991,50.95191364082434,50.95191364082434,45.856722276741905,45.856722276741905,39.133663366336634,39.0,30.0,40.08620689655172,40.5,30.1,38.490196078431374,38.0,30.0,38.93333333333333,39.0,30.0,38.854166666666664,36.5,27.7,37.08695652173913,38.0,26.8,39.94186046511628,40.0,30.5
ADI-46710,151.0,24.0,8.0,0.00040331196581196583,44.68034557235421,44.68034557235421,46.474082073434126,46.474082073434126,38.3207343412527,38.3207343412527,45.00647948164146,45.00647948164146,39.54761904761905,39.0,29.900000000000002,40.483333333333334,41.5,31.8,39.910714285714285,40.0,29.5,37.91489361702128,38.0,28.6,39.5531914893617,38.0,31.6,37.56,37.0,28.0,40.934065934065934,41.0,32.0
ADI-47301,281.0,59.0,11.0,0.000803247291541606,86.04263565891472,86.04263565891472,102.10755813953487,102.10755813953487,74.06201550387597,74.06201550387597,63.17054263565892,63.17054263565892,39.23529411764706,39.0,29.0,40.49122807017544,40.0,30.200000000000003,38.72549019607843,39.0,30.0,38.3125,39.0,28.7,39.208333333333336,38.0,29.4,36.85,35.0,27.9,40.29545454545455,40.0,31.0
ADI-47187,208.0,43.0,9.0,0.0005736728299721989,73.06457925636008,73.06457925636008,59.02152641878669,59.02152641878669,53.32289628180039,53.32289628180039,65.9412915851272,65.9412915851272,39.300925925925924,38.0,30.0,39.76271186440678,39.0,30.0,39.916666666666664,38.5,31.0,37.46938775510204,36.0,28.8,39.833333333333336,38.0,32.0,39.592592592592595,37.0,32.2,39.91304347826087,39.0,30.1
ADI-47105,275.0,59.0,11.0,0.0007992699032738095,80.93093093093093,80.93093093093093,81.48148148148148,81.48148148148148,76.52652652652652,76.52652652652652,86.71171171171171,86.71171171171171,39.328638497652584,38.0,31.0,40.63934426229508,41.0,32.0,39.60377358490566,39.0,31.0,37.490196078431374,37.0,29.0,39.3125,38.0,31.7,39.18181818181818,38.0,32.0,40.391304347826086,40.0,31.1
ADI-47106,244.0,60.0,10.0,0.0006137932422370248,91.14942528735632,91.14942528735632,68.01149425287358,68.01149425287358,57.26053639846744,57.26053639846744,60.065134099616856,60.065134099616856,38.97560975609756,39.0,29.0,39.293103448275865,38.0,29.0,39.092592592592595,38.5,30.3,38.30434782608695,39.0,28.0,39.1063829787234,37.0,28.6,38.46153846153846,38.5,29.0,39.41860465116279,38.0,30.0
ADI-45490,206.0,44.0,8.0,0.0006019695508605827,70.47368421052632,70.47368421052632,60.88259109311741,60.88259109311741,54.21052631578947,54.21052631578947,58.797570850202426,58.797570850202426,38.72811059907834,39.0,28.0,40.049180327868854,39.0,30.0,38.45283018867924,39.0,29.2,37.10909090909091,38.0,27.0,39.208333333333336,38.0,29.4,36.92307692307692,38.0,24.0,40.01136363636363,39.0,31.700000000000003
ADI-47302,318.0,48.0,11.0,0.0010167573115401954,124.95786758383491,124.95786758383491,94.88048151332761,94.88048151332761,77.38091143594153,77.38091143594153,89.68529664660362,89.68529664660362,39.193396226415096,38.5,31.0,39.77049180327869,40.0,31.0,39.43636363636364,38.0,31.0,37.729166666666664,37.0,28.7,39.645833333333336,38.0,31.7,37.61538461538461,37.5,31.0,40.18888888888889,40.0,31.0
ADI-47109,182.0,56.0,6.0,0.0007115489874110563,49.653333333333336,49.653333333333336,53.01333333333333,53.01333333333333,58.053333333333335,58.053333333333335,60.10666666666667,60.10666666666667,39.576354679802954,39.0,30.200000000000003,40.526315789473685,40.0,31.6,40.183673469387756,39.0,31.6,37.857142857142854,37.0,29.8,39.583333333333336,38.0,31.4,40.44444444444444,41.0,31.7,40.35227272727273,39.5,31.700000000000003
ADI-47304,222.0,47.0,7.0,0.0006382611695704675,81.52655265526553,81.52655265526553,66.14041404140414,66.14041404140414,55.74977497749775,55.74977497749775,60.34563456345634,60.34563456345634,38.889952153110045,38.0,30.0,39.50877192982456,38.0,29.6,39.18518518518518,38.0,30.3,37.285714285714285,36.0,29.0,39.44897959183673,38.0,31.8,37.45454545454545,37.0,30.1,39.82022471910113,38.0,30.0
ADI-47112,146.0,24.0,8.0,0.00038173527443105754,48.450610432852386,48.450610432852386,45.5338512763596,45.5338512763596,41.644839067702556,41.644839067702556,39.862375138734734,39.862375138734734,39.44075829383886,39.0,30.0,40.60655737704918,41.0,32.0,39.2962962962963,38.5,29.6,38.142857142857146,39.0,30.0,39.4468085106383,37.0,29.6,38.869565217391305,39.0,30.4,40.27173913043478,40.0,31.0
ADI-47113,236.0,44.0,9.0,0.0008514261387824606,80.43359375,80.43359375,62.91796875,62.91796875,68.44921875,68.44921875,69.6015625,69.6015625,39.483253588516746,39.0,31.0,39.85245901639344,40.0,31.0,40.59615384615385,40.0,32.0,37.58,36.0,30.0,39.80434782608695,38.0,32.0,39.7,37.5,32.0,40.30107526881721,41.0,31.0
ADI-47224,294.0,41.0,12.0,0.0010311447811447811,90.27931960608774,90.27931960608774,92.64816472694719,92.64816472694719,86.33124440465532,86.33124440465532,99.75470008952553,99.75470008952553,39.542857142857144,39.0,30.900000000000002,40.11864406779661,40.0,30.6,40.425925925925924,40.0,29.3,38.0,38.0,31.0,39.38775510204081,38.0,31.8,41.31818181818182,40.5,31.0,40.010989010989015,40.0,29.0
ADI-47225,388.0,125.0,12.0,0.0012360388141672985,164.29967426710098,164.29967426710098,128.2801302931596,128.2801302931596,81.20195439739415,81.20195439739415,86.57328990228012,86.57328990228012,39.388625592417064,39.0,31.0,40.483333333333334,40.0,33.0,39.4,39.0,31.4,38.680851063829785,39.0,30.0,38.714285714285715,36.0,28.0,38.53846153846154,39.0,32.0,40.38202247191011,40.0,32.0
ADI-45429,259.0,40.0,9.0,0.0008784425451092118,68.82685185185184,68.82685185185184,85.13425925925927,85.13425925925927,72.90370370370371,72.90370370370371,82.01666666666667,82.01666666666667,39.41428571428571,39.0,31.0,40.266666666666666,39.5,30.9,39.867924528301884,39.0,31.0,37.82,37.0,29.0,39.51063829787234,38.0,32.0,40.76190476190476,41.0,26.0,39.92391304347826,39.0,31.0
ADI-47119,179.0,38.0,8.0,0.0004825526224982747,61.15368639667705,61.15368639667705,51.673935617860856,51.673935617860856,48.32814122533749,48.32814122533749,50.93042575285566,50.93042575285566,38.70048309178744,38.0,30.0,38.540983606557376,38.0,30.0,38.84905660377358,37.0,31.0,38.0,39.0,25.6,39.45652173913044,38.0,29.5,37.333333333333336,36.0,31.8,39.10344827586207,39.0,30.0
ADI-47308,327.0,101.0,10.0,0.0010617572569647379,126.59847844463229,126.59847844463229,100.3389687235841,100.3389687235841,86.51817413355874,86.51817413355874,83.20118343195267,83.20118343195267,38.91121495327103,38.0,29.0,39.0,39.0,29.2,39.36363636363637,38.0,29.0,37.765957446808514,36.0,29.0,39.38775510204081,38.0,31.8,37.42307692307692,37.5,28.5,39.66304347826087,39.0,30.1
ADI-47121,132.0,33.0,6.0,0.00036108193277310926,40.40251572327044,40.40251572327044,43.03144654088051,43.03144654088051,39.29559748427673,39.29559748427673,32.65408805031446,32.65408805031446,38.8046511627907,38.0,29.0,39.766666666666666,40.0,29.9,38.44827586206897,37.0,30.7,37.916666666666664,38.0,28.0,38.91836734693877,38.0,28.8,36.0,35.0,29.0,40.0,40.0,31.0
ADI-47122,368.0,44.0,18.0,0.0013120552204110155,111.0943396226415,111.0943396226415,122.3360287511231,122.3360287511231,102.16711590296497,102.16711590296497,98.53009883198563,98.53009883198563,38.94285714285714,38.0,30.0,39.775862068965516,38.5,32.0,39.13461538461539,39.0,29.1,37.68627450980392,37.0,30.0,39.06122448979592,37.0,31.0,37.608695652173914,37.0,29.8,39.96551724137931,41.0,31.0
ADI-47311,239.0,30.0,12.0,0.0005876683091872965,80.81294964028777,80.81294964028777,74.42651593011306,74.42651593011306,60.42548818088386,60.42548818088386,66.07502569373074,66.07502569373074,39.678391959798994,40.0,30.0,40.767857142857146,42.0,31.0,39.38,39.0,29.0,38.659574468085104,39.0,30.0,39.71739130434783,39.0,30.0,39.05555555555556,39.5,33.1,40.32954545454545,41.0,29.0
ADI-47123,197.0,46.0,7.0,0.0006786550916356621,71.39597315436241,71.39597315436241,51.75263662511985,51.75263662511985,45.897411313518695,45.897411313518695,57.04122722914669,57.04122722914669,39.312796208530806,39.0,30.0,39.596774193548384,39.5,32.1,39.592592592592595,39.5,30.0,38.145833333333336,37.5,29.7,39.808510638297875,38.0,32.0,38.24,37.0,30.8,39.967032967032964,40.0,31.0
ADI-47231,269.0,58.0,10.0,0.0007657534558538863,93.75403608736941,93.75403608736941,74.84995251661918,74.84995251661918,82.51377018043685,82.51377018043685,71.5289648622982,71.5289648622982,39.149532710280376,39.0,29.0,40.728813559322035,41.0,30.8,39.2,40.0,29.0,37.450980392156865,38.0,28.0,38.95918367346939,37.0,27.8,39.42307692307692,38.5,30.0,40.15909090909091,40.0,29.0
ADI-47232,147.0,31.0,6.0,0.0005263157894736842,47.33656644034918,47.33656644034918,47.19398642095053,47.19398642095053,38.49660523763337,38.49660523763337,45.197866149369545,45.197866149369545,39.373831775700936,39.0,30.0,40.50819672131148,40.0,31.0,39.49122807017544,39.0,30.0,37.416666666666664,36.5,28.7,39.75,38.5,32.0,37.46153846153846,37.5,29.0,40.73913043478261,40.5,31.0
ADI-47258,227.0,34.0,11.0,0.0008249265924353868,83.46219281663517,83.46219281663517,71.44706994328922,71.44706994328922,57.286389413988665,57.286389413988665,55.35538752362949,55.35538752362949,39.283018867924525,38.0,30.0,40.25423728813559,40.0,32.8,39.94642857142857,39.5,29.0,37.395833333333336,37.0,30.0,39.204081632653065,38.0,30.8,40.48148148148148,41.0,33.2,39.98863636363637,39.5,29.700000000000003
ADI-46677,192.0,29.0,9.0,0.0006163328197226503,58.50887573964497,58.50887573964497,63.621301775147934,63.621301775147934,51.12426035502959,51.12426035502959,51.12426035502959,51.12426035502959,39.36492890995261,39.0,30.0,40.32203389830509,40.0,32.0,40.01923076923077,40.0,30.200000000000003,37.8,36.5,29.0,39.12,38.0,31.8,39.8,39.5,32.9,40.26373626373626,40.0,31.0
ADI-45491,369.0,113.0,11.0,0.0011870868117550548,115.67979882648784,115.67979882648784,108.25649622799665,108.25649622799665,124.34031852472758,124.34031852472758,115.06119027661357,115.06119027661357,39.352112676056336,39.0,30.0,40.24561403508772,40.0,30.6,40.19298245614035,40.0,30.200000000000003,37.54,36.5,28.9,39.183673469387756,38.0,30.8,40.391304347826086,41.0,28.4,40.175824175824175,40.0,31.0
ADI-47313,170.0,45.0,6.0,0.0005716976055959107,59.832402234636874,59.832402234636874,44.7951582867784,44.7951582867784,48.43575418994413,48.43575418994413,47.32774674115456,47.32774674115456,39.399014778325125,38.0,30.0,39.827586206896555,40.0,29.7,39.92156862745098,39.0,32.0,37.97872340425532,38.0,29.0,39.723404255319146,38.0,32.0,38.94736842105263,40.0,28.6,40.06666666666667,39.0,31.9
ADI-45373,322.0,106.0,9.0,0.0009141079215116279,91.58333333333333,91.58333333333333,73.79166666666666,73.79166666666666,115.79166666666666,115.79166666666666,115.20833333333333,115.20833333333333,39.199074074074076,39.0,30.0,40.622950819672134,40.0,33.0,39.32142857142857,40.0,30.0,37.22641509433962,36.0,28.2,39.43478260869565,38.0,31.5,38.56,39.0,30.0,40.391304347826086,40.0,32.1
ADI-47132,304.0,107.0,9.0,0.000987077082927463,89.4264585045193,89.4264585045193,67.19474116680362,67.19474116680362,100.66721446179129,100.66721446179129,107.66146261298275,107.66146261298275,39.673170731707316,39.0,31.0,41.10909090909091,41.0,32.0,39.892857142857146,39.0,30.5,37.583333333333336,36.5,28.4,39.869565217391305,38.0,32.0,40.142857142857146,43.0,30.0,40.577777777777776,39.0,32.0
ADI-47237,454.0,229.0,9.0,0.0012067535670997511,208.68739495798317,208.68739495798317,169.39159663865547,169.39159663865547,85.45882352941176,85.45882352941176,93.0890756302521,93.0890756302521,39.02857142857143,39.0,30.0,39.79365079365079,39.0,31.2,38.56363636363636,39.0,29.4,38.41304347826087,39.0,29.0,39.15217391304348,38.0,29.0,37.892857142857146,36.5,32.0,39.63333333333333,39.0,30.9
ADI-47238,305.0,64.0,11.0,0.0009962371632391753,92.9102447869447,92.9102447869447,94.29283771532184,94.29283771532184,92.9102447869447,92.9102447869447,87.10335448776065,87.10335448776065,39.37019230769231,39.0,29.0,40.083333333333336,40.0,29.9,39.64150943396226,40.0,29.0,38.02127659574468,37.0,30.200000000000003,39.5,38.0,31.7,38.47826086956522,40.0,29.0,40.233333333333334,40.0,29.0
ADI-47135,253.0,32.0,11.0,0.0005769471967891634,78.17566137566138,78.17566137566138,72.55343915343916,72.55343915343916,72.01798941798943,72.01798941798943,76.3015873015873,76.3015873015873,39.47342995169082,39.0,30.0,41.482142857142854,41.5,33.5,39.27777777777778,39.0,30.0,37.791666666666664,38.0,26.7,39.04081632653061,37.0,28.0,39.89473684210526,39.0,31.0,40.505494505494504,40.0,30.0
ADI-47243,236.0,43.0,8.0,0.0006535802906770648,87.79947229551452,87.79947229551452,68.70360598065083,68.70360598065083,55.00439753737907,55.00439753737907,60.81618293755498,60.81618293755498,39.595238095238095,39.0,30.0,40.38095238095238,40.0,31.4,39.905660377358494,40.0,29.2,37.851063829787236,36.0,29.6,39.93617021276596,38.0,32.0,38.54545454545455,37.5,30.0,40.54255319148936,40.0,31.3
ADI-45375,246.0,98.0,7.0,0.0006355406746031746,72.06322444678608,72.06322444678608,88.91253951527925,88.91253951527925,66.36037934668072,66.36037934668072,59.87987355110643,59.87987355110643,39.21395348837209,39.0,29.0,40.87096774193548,41.0,32.1,39.22222222222222,38.0,30.3,37.450980392156865,38.0,27.0,38.9375,36.5,28.0,39.18518518518518,37.0,32.6,40.38202247191011,40.0,31.0
ADI-47244,179.0,37.0,6.0,0.0004942812487919103,56.702905342080605,56.702905342080605,52.50890346766636,52.50890346766636,49.65698219306467,49.65698219306467,51.334582942830366,51.334582942830366,39.16826923076923,38.0,30.0,39.41935483870968,39.0,29.200000000000003,39.23529411764706,38.0,30.0,38.083333333333336,36.5,30.7,39.87234042553192,38.0,32.0,37.08695652173913,38.0,27.2,39.91111111111111,39.0,31.0
ADI-47247,169.0,53.0,6.0,0.0005547021676053934,55.12658227848102,55.12658227848102,50.189873417721515,50.189873417721515,44.26582278481013,44.26582278481013,50.68354430379747,50.68354430379747,39.21844660194175,38.0,30.0,40.172413793103445,40.0,31.0,39.17307692307692,38.0,28.0,37.9375,37.0,29.0,39.395833333333336,38.0,31.4,37.904761904761905,38.0,28.0,40.12359550561798,39.0,30.8
ADI-47140,333.0,81.0,9.0,0.0010230540467471183,112.13265306122449,112.13265306122449,101.08928571428571,101.08928571428571,92.87755102040815,92.87755102040815,93.4438775510204,93.4438775510204,38.89252336448598,39.0,29.3,39.306451612903224,40.0,28.1,39.017857142857146,39.0,30.0,38.083333333333336,37.0,30.4,39.020833333333336,37.0,31.7,36.964285714285715,37.0,27.7,39.855555555555554,40.0,29.9
ADI-47317,327.0,72.0,10.0,0.000998900293255132,116.74205607476635,116.74205607476635,133.55046728971962,133.55046728971962,57.14859813084112,57.14859813084112,73.04018691588786,73.04018691588786,39.51690821256039,39.0,30.0,41.56666666666667,42.0,31.0,38.44444444444444,38.0,29.3,38.26086956521739,39.0,28.0,39.361702127659576,37.0,29.6,39.083333333333336,41.5,29.3,40.355555555555554,41.0,31.0
ADI-45448,271.0,35.0,13.0,0.0007253902653161738,84.86376537369914,84.86376537369914,89.73509933774835,89.73509933774835,78.96688741721854,78.96688741721854,66.66035950804162,66.66035950804162,39.181395348837206,39.0,30.0,40.377049180327866,39.0,33.0,39.27272727272727,39.0,30.0,37.84,38.5,27.9,38.95918367346939,37.0,28.8,40.25,38.5,33.0,39.75,39.0,31.0
ADI-47143,281.0,64.0,11.0,0.0008609068627450981,101.86560565870911,101.86560565870911,86.70999115826702,86.70999115826702,74.53580901856765,74.53580901856765,78.01414677276746,78.01414677276746,39.67788461538461,39.0,31.0,40.442622950819676,40.0,32.0,40.59615384615385,40.0,30.1,37.765957446808514,37.0,29.6,39.583333333333336,38.0,32.0,41.041666666666664,40.0,32.0,40.37078651685393,40.0,30.8
ADI-45382,260.0,36.0,10.0,0.0008714596949891067,88.11394891944991,88.11394891944991,75.5992141453831,75.5992141453831,69.46954813359528,69.46954813359528,75.08840864440079,75.08840864440079,39.355450236966824,38.0,31.0,40.37096774193548,40.0,31.1,39.84,38.5,32.9,37.56,36.5,27.9,39.40816326530612,38.0,31.8,39.17391304347826,39.0,32.4,40.38202247191011,40.0,31.8
ADI-47253,268.0,45.0,13.0,0.0008975458150251848,85.50476190476189,85.50476190476189,69.93523809523809,69.93523809523809,82.95238095238095,82.95238095238095,82.95238095238095,82.95238095238095,39.64251207729468,39.0,31.0,41.03448275862069,41.0,32.0,39.425925925925924,39.0,31.0,37.9375,37.5,29.0,39.91489361702128,38.0,32.0,40.3,40.0,31.9,40.25,39.5,31.0
ADI-47256,277.0,75.0,8.0,0.0008549382716049383,118.44691119691119,118.44691119691119,89.30308880308881,89.30308880308881,63.36776061776062,63.36776061776062,64.16988416988417,64.16988416988417,38.8,39.0,28.0,40.810344827586206,40.5,32.0,38.08771929824562,39.0,27.0,37.11538461538461,38.0,26.0,39.041666666666664,37.0,28.7,35.111111111111114,33.0,27.6,40.79545454545455,40.0,32.0
ADI-47166,203.0,41.0,8.0,0.0005797680927628948,67.19014084507042,67.19014084507042,52.894366197183096,52.894366197183096,61.67605633802817,61.67605633802817,50.03521126760563,50.03521126760563,38.4392523364486,39.0,28.0,38.145161290322584,38.5,27.200000000000003,39.283018867924525,39.0,31.0,37.52,39.0,25.9,38.83673469387755,36.0,28.0,36.81481481481482,38.0,27.8,39.23863636363637,39.0,29.700000000000003
ADI-45428,377.0,60.0,15.0,0.0010705361199454793,126.12239347234814,126.12239347234814,110.39981867633726,110.39981867633726,91.25929283771532,91.25929283771532,97.06980961015412,97.06980961015412,38.857798165137616,38.0,30.0,39.564516129032256,39.0,31.1,38.94642857142857,38.0,30.0,38.08163265306123,39.0,28.0,38.64705882352941,37.0,28.0,38.06896551724138,37.0,32.0,39.662921348314605,38.0,30.0
ADI-47149,250.0,82.0,8.0,0.0007868464453424986,79.99021526418787,79.99021526418787,71.91780821917808,71.91780821917808,66.29158512720157,66.29158512720157,76.81017612524461,76.81017612524461,39.136792452830186,39.0,30.0,39.983050847457626,39.0,32.0,39.29090909090909,40.0,29.0,37.68627450980392,37.0,30.0,39.46808510638298,38.0,31.6,40.142857142857146,41.0,32.0,39.53763440860215,40.0,30.0
ADI-47151,253.0,74.0,8.0,0.000768000194276729,72.11111111111111,72.11111111111111,88.24444444444444,88.24444444444444,60.37777777777777,60.37777777777777,60.37777777777777,60.37777777777777,39.044117647058826,39.0,29.0,39.9,40.5,29.0,39.375,39.0,30.4,38.041666666666664,38.5,29.0,38.645833333333336,36.5,27.7,38.388888888888886,38.0,30.4,39.922222222222224,39.5,29.0
ADI-47152,140.0,31.0,6.0,0.0003778677462887989,52.659090909090914,52.659090909090914,49.31818181818182,49.31818181818182,34.84090909090909,34.84090909090909,32.29545454545455,32.29545454545455,39.285714285714285,39.0,29.0,40.327586206896555,39.5,30.4,39.27777777777778,39.0,29.0,38.3125,39.0,29.0,39.02,37.5,29.9,38.81818181818182,39.0,29.0,40.06666666666667,39.0,30.8
ADI-47259,312.0,102.0,9.0,0.0009900801584128253,103.33576642335767,103.33576642335767,83.12408759124088,83.12408759124088,94.22627737226277,94.22627737226277,83.97810218978103,83.97810218978103,39.304761904761904,38.0,30.0,39.93333333333333,39.5,30.8,39.56603773584906,40.0,29.2,38.0,37.0,29.8,39.5625,38.0,32.0,38.81818181818182,40.0,28.0,39.989010989010985,40.0,31.0
ADI-47260,290.0,53.0,11.0,0.000859106529209622,88.24906367041199,88.24906367041199,85.80524344569288,85.80524344569288,70.0561797752809,70.0561797752809,86.89138576779027,86.89138576779027,39.26066350710901,38.0,30.0,39.9344262295082,41.0,29.0,40.15384615384615,39.0,32.0,37.795918367346935,37.0,29.0,38.93877551020408,37.0,30.8,37.125,36.5,28.3,40.82022471910113,41.0,32.0
ADI-47261,170.0,35.0,8.0,0.0005429349787456925,51.92197906755471,51.92197906755471,47.3929590865842,47.3929590865842,49.81921979067555,49.81921979067555,47.23120837297812,47.23120837297812,39.09405940594059,38.0,30.1,39.59649122807018,39.0,31.0,38.735849056603776,39.0,29.4,38.108695652173914,37.5,29.5,39.869565217391305,38.0,32.0,38.57142857142857,39.0,32.0,39.325842696629216,39.0,30.6
ADI-47155,287.0,49.0,11.0,0.0009106254442075338,90.89658356417358,90.89658356417358,85.06648199445983,85.06648199445983,76.58633425669437,76.58633425669437,80.82640812557709,80.82640812557709,38.93269230769231,38.0,30.0,39.392857142857146,38.0,31.5,38.888888888888886,38.0,29.3,37.88,37.5,29.0,39.541666666666664,38.0,32.0,38.18181818181818,36.5,32.0,39.38636363636363,38.0,30.0
ADI-47153,335.0,68.0,10.0,0.0011910221814548957,124.12816041848299,124.12816041848299,114.48997384481255,114.48997384481255,66.00697471665214,66.00697471665214,71.84829991281605,71.84829991281605,38.277272727272724,38.0,29.0,38.31818181818182,38.0,29.5,37.90909090909091,36.0,29.0,38.204081632653065,38.0,29.8,38.7,37.5,28.9,35.61538461538461,36.0,29.0,38.82105263157895,39.0,29.4
ADI-47158,195.0,37.0,7.0,0.0007232401157184186,65.84888059701493,65.84888059701493,52.75186567164179,52.75186567164179,50.56902985074627,50.56902985074627,57.117537313432834,57.117537313432834,38.59241706161137,38.0,30.0,38.6,39.0,27.9,38.96296296296296,38.0,30.0,37.265306122448976,36.0,28.6,39.520833333333336,38.0,31.7,35.77272727272727,36.0,30.0,39.48913043478261,39.0,29.0
ADI-45438,197.0,36.0,10.0,0.0005787649098066866,63.18488253319715,63.18488253319715,54.73340143003064,54.73340143003064,56.343207354443315,56.343207354443315,61.77630234933606,61.77630234933606,38.71219512195122,38.0,30.0,37.96610169491525,38.0,30.0,39.14545454545455,39.0,30.0,37.955555555555556,36.0,30.0,39.891304347826086,38.0,31.5,37.583333333333336,36.5,30.0,38.78888888888889,39.0,29.9
ADI-47161,218.0,54.0,8.0,0.0006968151074629537,65.59483614697119,65.59483614697119,66.46077457795433,66.46077457795433,61.698113207547166,61.698113207547166,63.4299900695134,63.4299900695134,39.348837209302324,39.0,30.0,40.60655737704918,41.0,31.0,39.924528301886795,41.0,31.0,37.55769230769231,37.0,29.0,39.06122448979592,38.0,30.8,39.75,40.5,30.3,40.43333333333333,41.0,31.0
ADI-38498,114.0,34.0,5.0,0.0002900113969391078,39.78367346938776,39.78367346938776,29.546938775510203,29.546938775510203,29.895918367346937,29.895918367346937,32.45510204081633,32.45510204081633,39.225806451612904,39.0,29.0,40.32258064516129,40.0,31.0,39.91228070175438,39.0,30.6,37.48979591836735,37.0,26.8,38.775510204081634,36.0,28.0,39.2,39.0,31.0,40.37234042553192,40.0,30.3
ADI-38500,152.0,36.0,6.0,0.0005015309893358674,45.777306468716866,45.777306468716866,49.96818663838812,49.96818663838812,38.84623541887592,38.84623541887592,45.29374337221633,45.29374337221633,39.405660377358494,39.0,30.0,40.21311475409836,40.0,31.0,39.38181818181818,38.0,29.4,38.333333333333336,39.0,29.4,39.479166666666664,37.5,30.0,38.92307692307692,37.0,30.5,40.077777777777776,40.5,29.9
ADI-38499,215.0,30.0,10.0,0.0005714802134943756,73.28585461689588,73.28585461689588,60.191552062868375,60.191552062868375,51.95481335952849,51.95481335952849,52.377210216110015,52.377210216110015,38.54368932038835,38.0,28.5,37.69090909090909,37.0,28.4,39.4,39.0,30.0,37.56,39.0,26.8,39.608695652173914,38.0,31.5,37.608695652173914,38.0,27.6,38.793103448275865,38.0,29.0
ADI-45397,161.0,46.0,6.0,0.00046570555838385707,47.782945736434115,47.782945736434115,50.81395348837209,50.81395348837209,41.007751937984494,41.007751937984494,42.25581395348837,42.25581395348837,38.81642512077295,38.0,29.6,39.89473684210526,40.0,31.6,37.907407407407405,37.0,27.6,37.83673469387755,38.0,29.0,39.57446808510638,39.0,30.0,37.904761904761905,37.0,32.0,39.166666666666664,38.5,29.0
ADI-45456,87.0,34.0,4.0,0.00029835390946502055,27.58966565349544,27.58966565349544,23.270516717325226,23.270516717325226,25.121580547112462,25.121580547112462,26.620060790273556,26.620060790273556,39.52427184466019,39.0,31.0,40.016666666666666,39.5,31.9,39.98076923076923,39.0,31.1,38.15217391304348,37.5,30.0,39.729166666666664,38.0,31.7,39.57142857142857,38.0,31.0,40.0989010989011,39.0,32.0
ADI-45455,142.0,39.0,5.0,0.0004946011842563567,43.05806451612903,43.05806451612903,39.91705069124424,39.91705069124424,37.430414746543775,37.430414746543775,48.816589861751154,48.816589861751154,39.38277511961722,39.0,30.0,40.59016393442623,41.0,32.0,39.129629629629626,39.0,29.3,37.829787234042556,36.0,30.0,39.659574468085104,38.0,31.6,39.48,41.0,30.0,40.022222222222226,39.5,30.0
ADI-45450,408.0,137.0,13.0,0.0011681440252868825,114.59154929577466,114.59154929577466,106.47887323943661,106.47887323943661,144.0,144.0,133.85915492957744,133.85915492957744,39.11274509803921,38.0,31.0,38.94827586206897,38.5,30.7,39.73076923076923,40.0,30.200000000000003,38.08510638297872,37.0,31.0,39.659574468085104,38.0,32.0,37.61904761904762,33.0,29.0,39.71910112359551,39.0,31.8
ADI-45465,176.0,44.0,7.0,0.0005963716208431881,61.659287776708375,61.659287776708375,48.95476419634264,48.95476419634264,44.55052935514919,44.55052935514919,50.987487969201155,50.987487969201155,39.235849056603776,38.5,29.0,40.8421052631579,40.0,31.6,39.2037037037037,39.0,28.0,38.12244897959184,38.0,28.8,38.55769230769231,37.0,29.1,40.888888888888886,43.0,31.7,39.88172043010753,40.0,29.200000000000003
