feature_id,feature_name,feature_family,subfamily,bundle_name,stage_first_introduced,physical_quantity,biological_interpretation,dimensionality,unit,sign_meaning,structure_source,chain_scope,region_scope,exact_definition,aggregation_method,normalization,thresholds,cutoff_distance,neighborhood_radius,hydrophobicity_scale,residue_classes,weighting_method,pH,ionic_strength,other_fixed_conditions,software,software_version,library,implementation_function,source_file,source_lines_or_symbol,command_or_API,preprocessing_required,hydrogens_added,protonation_assigned,structure_relaxed,atom_completion,numbering_or_region_mapping,failure_handling,computed,saved_to_feature_table,used_in_model,target_TmApp_used,target_HIC_used,selected_in_best_model,representative_experiment_ids,artifact_path,manifest_path,code_evidence,notes,quantity_tier,also_computed_ABBodyBuilder2
ST3_ESM_FR_exposed_neg,FR_exposed_neg,SURFACE_CHEMISTRY,SURFACE_CHEM,STRUCT_SURFACE_CHEM,Stage3,residue-level RASA × charge weight,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,framework,see code: STRUCT_SURFACE_CHEM,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,True,TmApp__ESMFold__STRUCT_SURFACE_CHEM__ElasticNet;TmApp__ESMFold__STRUCT_SURFACE_CHEM__ElasticNetOpt;TmApp__ESMFold__STRUCT_SURFACE_CHEM__Ridge;HIC__ESMFold__STRUCT_SURFACE_CHEM__ElasticNet;HIC__ESMFold__STRUCT_SURFACE_CHEM__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_n_hydrophobic_patches,n_hydrophobic_patches,SURFACE_PATCH_SIMPLE,PATCH,STRUCT_PATCH,Stage3,exposed residue CA graph + local SASA,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,connected components among exposed hydrophobic residues (CA<=8Å),region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PATCH__ElasticNet;TmApp__ESMFold__STRUCT_PATCH__ElasticNetOpt;TmApp__ESMFold__STRUCT_PATCH__Ridge;HIC__ESMFold__STRUCT_PATCH__ElasticNet;HIC__ESMFold__STRUCT_PATCH__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_largest_hydrophobic_patch_sasa,largest_hydrophobic_patch_sasa,SURFACE_PATCH_SIMPLE,PATCH,STRUCT_PATCH,Stage3,exposed residue CA graph + local SASA,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,max component SASA sum (simple patch),region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PATCH__ElasticNet;TmApp__ESMFold__STRUCT_PATCH__ElasticNetOpt;TmApp__ESMFold__STRUCT_PATCH__Ridge;HIC__ESMFold__STRUCT_PATCH__ElasticNet;HIC__ESMFold__STRUCT_PATCH__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,from gate_b2 SASA cache + Stage3 packing,AGGREGATED,True
ST3_ESM_total_hydrophobic_patch_sasa,total_hydrophobic_patch_sasa,SURFACE_PATCH_SIMPLE,PATCH,STRUCT_PATCH,Stage3,exposed residue CA graph + local SASA,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,see code: STRUCT_PATCH,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PATCH__ElasticNet;TmApp__ESMFold__STRUCT_PATCH__ElasticNetOpt;TmApp__ESMFold__STRUCT_PATCH__Ridge;HIC__ESMFold__STRUCT_PATCH__ElasticNet;HIC__ESMFold__STRUCT_PATCH__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_largest_positive_patch_sasa,largest_positive_patch_sasa,SURFACE_PATCH_SIMPLE,PATCH,STRUCT_PATCH,Stage3,exposed residue CA graph + local SASA,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,radius of gyration from CA coordinates,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PATCH__ElasticNet;TmApp__ESMFold__STRUCT_PATCH__ElasticNetOpt;TmApp__ESMFold__STRUCT_PATCH__Ridge;HIC__ESMFold__STRUCT_PATCH__ElasticNet;HIC__ESMFold__STRUCT_PATCH__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,from gate_b2 SASA cache + Stage3 packing,AGGREGATED,True
ST3_ESM_largest_negative_patch_sasa,largest_negative_patch_sasa,SURFACE_PATCH_SIMPLE,PATCH,STRUCT_PATCH,Stage3,exposed residue CA graph + local SASA,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,radius of gyration from CA coordinates,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PATCH__ElasticNet;TmApp__ESMFold__STRUCT_PATCH__ElasticNetOpt;TmApp__ESMFold__STRUCT_PATCH__Ridge;HIC__ESMFold__STRUCT_PATCH__ElasticNet;HIC__ESMFold__STRUCT_PATCH__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,from gate_b2 SASA cache + Stage3 packing,AGGREGATED,True
ST3_ESM_cdr_hydrophobic_sasa_exposed,cdr_hydrophobic_sasa_exposed,SURFACE_CHEMISTRY,SURFACE_CHEM,STRUCT_SURFACE_CHEM,Stage3,residue-level SASA,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,CDR,see code: STRUCT_SURFACE_CHEM,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,True,TmApp__ESMFold__STRUCT_SURFACE_CHEM__ElasticNet;TmApp__ESMFold__STRUCT_SURFACE_CHEM__ElasticNetOpt;TmApp__ESMFold__STRUCT_SURFACE_CHEM__Ridge;HIC__ESMFold__STRUCT_SURFACE_CHEM__ElasticNet;HIC__ESMFold__STRUCT_SURFACE_CHEM__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_h3_hydrophobic_sasa_exposed,h3_hydrophobic_sasa_exposed,SURFACE_CHEMISTRY,SURFACE_CHEM,STRUCT_SURFACE_CHEM,Stage3,residue-level SASA,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,HCDR3,see code: STRUCT_SURFACE_CHEM,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,True,TmApp__ESMFold__STRUCT_SURFACE_CHEM__ElasticNet;TmApp__ESMFold__STRUCT_SURFACE_CHEM__ElasticNetOpt;TmApp__ESMFold__STRUCT_SURFACE_CHEM__Ridge;HIC__ESMFold__STRUCT_SURFACE_CHEM__ElasticNet;HIC__ESMFold__STRUCT_SURFACE_CHEM__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_SASA_VH_iso,SASA_VH_iso,SASA_RASA,SASA,STRUCT_SASA,Stage3,residue-level SASA,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,see code: STRUCT_SASA,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_SASA__ElasticNet;TmApp__ESMFold__STRUCT_SASA__ElasticNetOpt;TmApp__ESMFold__STRUCT_SASA__Ridge;HIC__ESMFold__STRUCT_SASA__ElasticNet;HIC__ESMFold__STRUCT_SASA__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_SASA_VL_iso,SASA_VL_iso,SASA_RASA,SASA,STRUCT_SASA,Stage3,residue-level SASA,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,see code: STRUCT_SASA,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_SASA__ElasticNet;TmApp__ESMFold__STRUCT_SASA__ElasticNetOpt;TmApp__ESMFold__STRUCT_SASA__Ridge;HIC__ESMFold__STRUCT_SASA__ElasticNet;HIC__ESMFold__STRUCT_SASA__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_BSA,BSA,VH_VL_INTERFACE,INTERFACE,STRUCT_INTERFACE,Stage3,chain SASA difference + CA cross-chain distance,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,SASA_VH_iso + SASA_VL_iso - SASA_complex,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_INTERFACE__ElasticNet;TmApp__ESMFold__STRUCT_INTERFACE__ElasticNetOpt;TmApp__ESMFold__STRUCT_INTERFACE__Ridge;HIC__ESMFold__STRUCT_INTERFACE__ElasticNet;HIC__ESMFold__STRUCT_INTERFACE__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_interface_area_BSA_over_2,interface_area_BSA_over_2,VH_VL_INTERFACE,INTERFACE,STRUCT_INTERFACE,Stage3,chain SASA difference + CA cross-chain distance,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,VH-VL interface,SASA_VH_iso + SASA_VL_iso - SASA_complex,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,5.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_INTERFACE__ElasticNet;TmApp__ESMFold__STRUCT_INTERFACE__ElasticNetOpt;TmApp__ESMFold__STRUCT_INTERFACE__Ridge;HIC__ESMFold__STRUCT_INTERFACE__ElasticNet;HIC__ESMFold__STRUCT_INTERFACE__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_n_interface_res,n_interface_res,VH_VL_INTERFACE,INTERFACE,STRUCT_INTERFACE,Stage3,chain SASA difference + CA cross-chain distance,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,VH-VL interface,residues with cross-chain CA min distance <= 5Å,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,5.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_INTERFACE__ElasticNet;TmApp__ESMFold__STRUCT_INTERFACE__ElasticNetOpt;TmApp__ESMFold__STRUCT_INTERFACE__Ridge;HIC__ESMFold__STRUCT_INTERFACE__ElasticNet;HIC__ESMFold__STRUCT_INTERFACE__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_iface_frac_hydrophobic,iface_frac_hydrophobic,VH_VL_INTERFACE,INTERFACE,STRUCT_INTERFACE,Stage3,structure-derived scalar aggregate,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,framework,see code: STRUCT_INTERFACE,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_INTERFACE__ElasticNet;TmApp__ESMFold__STRUCT_INTERFACE__ElasticNetOpt;TmApp__ESMFold__STRUCT_INTERFACE__Ridge;HIC__ESMFold__STRUCT_INTERFACE__ElasticNet;HIC__ESMFold__STRUCT_INTERFACE__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_iface_frac_aromatic,iface_frac_aromatic,VH_VL_INTERFACE,INTERFACE,STRUCT_INTERFACE,Stage3,structure-derived scalar aggregate,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,framework,see code: STRUCT_INTERFACE,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_INTERFACE__ElasticNet;TmApp__ESMFold__STRUCT_INTERFACE__ElasticNetOpt;TmApp__ESMFold__STRUCT_INTERFACE__Ridge;HIC__ESMFold__STRUCT_INTERFACE__ElasticNet;HIC__ESMFold__STRUCT_INTERFACE__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_iface_frac_positive,iface_frac_positive,VH_VL_INTERFACE,INTERFACE,STRUCT_INTERFACE,Stage3,structure-derived scalar aggregate,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,framework,see code: STRUCT_INTERFACE,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_INTERFACE__ElasticNet;TmApp__ESMFold__STRUCT_INTERFACE__ElasticNetOpt;TmApp__ESMFold__STRUCT_INTERFACE__Ridge;HIC__ESMFold__STRUCT_INTERFACE__ElasticNet;HIC__ESMFold__STRUCT_INTERFACE__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
