antibody_id,structure_source,pdb_path,exists,heavy_match,light_match,vh_len_pdb,vl_len_pdb,chain_H,chain_L,n_chains,complete,malformed,notes
ADI-45491,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b517d6d059659d408a38f721a3f5b28f.pdb,True,True,True,120,113,H,L,2,True,False,
ADI-45493,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4424e5972cb893b882695a5a37c29d43.pdb,True,True,True,125,113,H,L,2,True,False,
ADI-45495,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3abb9e34828e0177fb8d9dd50f49d947.pdb,True,True,True,118,110,H,L,2,True,False,
ADI-45497,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e33de759952cef2895af3a7ca831cf1.pdb,True,True,True,128,107,H,L,2,True,False,
ADI-45499,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2c3dd8e4814c4e0571a545eefc671e4b.pdb,True,True,True,130,109,H,L,2,True,False,
ADI-46677,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1e43899b54162bc35c00b7cce950e58e.pdb,True,True,True,118,107,H,L,2,True,False,
ADI-46682,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0577d9061aa3d1a108db827e3d7e5827.pdb,True,True,True,116,107,H,L,2,True,False,
ADI-46684,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7127089b3a9640bb15c9592435a3d601.pdb,True,True,True,129,109,H,L,2,True,False,
ADI-46685,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6837feffda9060af4faa4717ed4fc257.pdb,True,True,True,123,108,H,L,2,True,False,
ADI-46690,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2020cefa2c94ce755519c2dcc3201e53.pdb,True,True,True,114,107,H,L,2,True,False,
ADI-46695,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/67b9039b5db66060ae58b35db5aa6b37.pdb,True,True,True,120,107,H,L,2,True,False,
ADI-46697,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3889a0df798ae770463b46d045490b98.pdb,True,True,True,121,112,H,L,2,True,False,
ADI-46704,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/dc92516fda2907bb1eaf1d2e4b385438.pdb,True,True,True,128,109,H,L,2,True,False,
ADI-46705,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f82611e60b609ed4b5af7b1925b3868e.pdb,True,True,True,124,107,H,L,2,True,False,
ADI-46708,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/43c2dffcf8a1929af4cbb1de066019ec.pdb,True,True,True,122,107,H,L,2,True,False,
ADI-46710,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f16884de5597d32c67aec2281a9d62c0.pdb,True,True,True,125,107,H,L,2,True,False,
ADI-47054,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f2e2422564ef9fc46621b9e81332a162.pdb,True,True,True,120,107,H,L,2,True,False,
ADI-47060,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/20d6a904476ed7c66af18680f02f466f.pdb,True,True,True,119,107,H,L,2,True,False,
ADI-47061,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c567ae6f15c78bdb1a85fb8dfb3d1341.pdb,True,True,True,122,108,H,L,2,True,False,
ADI-47063,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c5cd5f9c0e3ac15d48f71161aad64776.pdb,True,True,True,123,107,H,L,2,True,False,
ADI-47064,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/946f0b7b041565c00567ae4c07b720cd.pdb,True,True,True,121,110,H,L,2,True,False,
ADI-47065,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ede9213fc36cd5b6db2ece5f100ce16c.pdb,True,True,True,121,113,H,L,2,True,False,
ADI-47066,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/623156d7d3a52a077c64a60e26d832b4.pdb,True,True,True,122,113,H,L,2,True,False,
ADI-47068,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d6baffa7aeb993aafffb87c9b8708a11.pdb,True,True,True,120,113,H,L,2,True,False,
ADI-47069,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1c57e82f63fbf8f1d00ce598b03cfeea.pdb,True,True,True,124,107,H,L,2,True,False,
ADI-47072,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a63dd0b0e03abaddf933cb979ed88b08.pdb,True,True,True,120,113,H,L,2,True,False,
ADI-47073,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/cf72e27857f1aff08ce609778f76a572.pdb,True,True,True,119,111,H,L,2,True,False,
ADI-47074,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6736dec84415471244f7456d16129856.pdb,True,True,True,128,107,H,L,2,True,False,
ADI-47075,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f83cc2f67bff3990c82f8386b5c8f421.pdb,True,True,True,122,113,H,L,2,True,False,
ADI-47076,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7d193bc311f89ebe510d56a3f66a1ea6.pdb,True,True,True,127,107,H,L,2,True,False,
ADI-47078,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9ea71d409533542f553a19b572e23ec3.pdb,True,True,True,117,105,H,L,2,True,False,
ADI-47079,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e945d989bdb769b8a29f1fb01ebd8a4.pdb,True,True,True,121,113,H,L,2,True,False,
ADI-47081,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c4049542b614865248b652022f4ec557.pdb,True,True,True,119,107,H,L,2,True,False,
ADI-47087,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5c7e0d18f570b55d013d6054e21e1276.pdb,True,True,True,118,107,H,L,2,True,False,
ADI-47089,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f268b2994ba7bd80fd51a1130fcf2c2b.pdb,True,True,True,128,108,H,L,2,True,False,
ADI-47091,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5fdefefa98f92e5ebe8cbd499ddc20f7.pdb,True,True,True,126,112,H,L,2,True,False,
ADI-47094,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f0182777491c0c587e8edad3ac58d90c.pdb,True,True,True,123,107,H,L,2,True,False,
ADI-47095,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6032f64ac955dd776c8ca342c350d208.pdb,True,True,True,118,113,H,L,2,True,False,
ADI-47096,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e195e98dfb2576195e8a087e80ec83de.pdb,True,True,True,126,112,H,L,2,True,False,
ADI-47097,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/256426615fcf166b12204b59802948fd.pdb,True,True,True,119,112,H,L,2,True,False,
ADI-47098,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a84d7abfbfb41eb1870f42ef56cbc31f.pdb,True,True,True,122,108,H,L,2,True,False,
ADI-47099,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/887e15b650ee4dad3418953e66519084.pdb,True,True,True,122,107,H,L,2,True,False,
ADI-47100,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/70384c269260ea8c64810eae9423cb88.pdb,True,True,True,123,112,H,L,2,True,False,
ADI-47102,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/46c13b2b6473183dd8445e855a25c421.pdb,True,True,True,120,107,H,L,2,True,False,
ADI-47103,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/345510f06a7c440518501bfeb446df04.pdb,True,True,True,119,113,H,L,2,True,False,
ADI-47105,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3ddcb4fc2dedd4cc757b32da7e27b14c.pdb,True,True,True,117,108,H,L,2,True,False,
ADI-47111,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a093f1d10f493dc41a0b15ab40999a74.pdb,True,True,True,119,113,H,L,2,True,False,
ADI-47114,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/75755cc402a6b30a9ae1bd844116d069.pdb,True,True,True,119,112,H,L,2,True,False,
ADI-47117,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1cc10ba5cef300f81c10614dbddaefd5.pdb,True,True,True,133,107,H,L,2,True,False,
ADI-47118,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/97e2c54e42fd9a71c50042ecf31658bc.pdb,True,True,True,125,107,H,L,2,True,False,
ADI-47122,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9a5f25cb3c5799329e704833b39bb520.pdb,True,True,True,123,112,H,L,2,True,False,
ADI-47123,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b8564468d6e62d14fbbeedb4b092645b.pdb,True,True,True,122,107,H,L,2,True,False,
ADI-47130,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/fb50454b8dd736e693713e37b9b07563.pdb,True,True,True,126,109,H,L,2,True,False,
ADI-47131,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b81a683d65f84b1f1ece6a8c56fb2ec2.pdb,True,True,True,128,107,H,L,2,True,False,
ADI-47132,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1cc84dc55daeb324b974a7c1b7f56ff8.pdb,True,True,True,117,107,H,L,2,True,False,
ADI-47134,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8f92db7eda57c429245eab5dd1598482.pdb,True,True,True,124,113,H,L,2,True,False,
ADI-47139,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ddf57f2ce6ec1de23353ca63d4ae8aef.pdb,True,True,True,124,110,H,L,2,True,False,
ADI-47141,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1d13e8f1db0dba0ae4dd9e4dd44c3803.pdb,True,True,True,120,113,H,L,2,True,False,
ADI-47145,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2bace9697f5a1e64364bce93893ce2f1.pdb,True,True,True,122,113,H,L,2,True,False,
ADI-47146,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/71d021993754862027c04ca1b140ea49.pdb,True,True,True,122,107,H,L,2,True,False,
ADI-47147,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2dff7411aff8bdc16647465f7500d1c2.pdb,True,True,True,130,107,H,L,2,True,False,
ADI-47149,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/57045e8ebdc6f8f7b06a0b4038e03870.pdb,True,True,True,124,112,H,L,2,True,False,
ADI-47151,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/21f7d120136adf850e06e351b2e8c6ec.pdb,True,True,True,122,110,H,L,2,True,False,
ADI-47153,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/95d83011498c987f48f585bae1edf837.pdb,True,True,True,123,110,H,L,2,True,False,
ADI-47154,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d00d203079859b254e3f6b7d78f81bde.pdb,True,True,True,124,107,H,L,2,True,False,
ADI-47155,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/67606ff651d72b9e0625687a1da10500.pdb,True,True,True,120,107,H,L,2,True,False,
ADI-47156,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7e11777d2f4c844481ecce3691137e6c.pdb,True,True,True,127,111,H,L,2,True,False,
ADI-47158,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0542de453a8308e00d64a18cffda23c9.pdb,True,True,True,126,109,H,L,2,True,False,
ADI-47159,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7892bdac4499e29750a15eda2043d50f.pdb,True,True,True,128,109,H,L,2,True,False,
ADI-47162,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/402dccc77bd91a71e5958c4bc87aeeec.pdb,True,True,True,130,111,H,L,2,True,False,
ADI-47163,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a35a929fbdfc0bb1db12e6d2df31b976.pdb,True,True,True,118,106,H,L,2,True,False,
ADI-47165,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/332c09470d84fe82da4b14e46af26800.pdb,True,True,True,122,107,H,L,2,True,False,
ADI-47176,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/90c26b2a1ba42a033159eec4aeaae00a.pdb,True,True,True,122,107,H,L,2,True,False,
ADI-47177,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6c395d86b74025ad9d187988d4fc5404.pdb,True,True,True,126,103,H,L,2,True,False,
ADI-47180,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7ad17608fd5b640e599de09a935e4aa9.pdb,True,True,True,117,108,H,L,2,True,False,
ADI-47181,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c4cff91fc5977b75cd619db14c9c266b.pdb,True,True,True,121,108,H,L,2,True,False,
ADI-47183,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3bb01e3aa13dbf93d1a7cb3f51204dd9.pdb,True,True,True,118,107,H,L,2,True,False,
ADI-47187,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f26b4313b4ba622680dd8b43d9740ffe.pdb,True,True,True,131,107,H,L,2,True,False,
ADI-47188,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/61fedce8fc692c8cc02f3167656193ec.pdb,True,True,True,126,115,H,L,2,True,False,
ADI-47189,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/69f5d0770bbbb1c600d5f4904e178e91.pdb,True,True,True,126,113,H,L,2,True,False,
ADI-47195,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/338a940ff535807abb36c4d039d4d614.pdb,True,True,True,120,110,H,L,2,True,False,
ADI-47199,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/333871d376b0954ff25d53ef42a2c537.pdb,True,True,True,121,108,H,L,2,True,False,
ADI-47204,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1acc0ae89597a222c3fd0a327daf33a5.pdb,True,True,True,125,108,H,L,2,True,False,
ADI-47207,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d152564288727e2a17c80447bfaf1c78.pdb,True,True,True,124,112,H,L,2,True,False,
ADI-47209,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9eab64b870aa7c5e5bbb3f6a753edd95.pdb,True,True,True,122,113,H,L,2,True,False,
ADI-47212,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ad867d698435cfd4df6ceaa1994de56d.pdb,True,True,True,124,106,H,L,2,True,False,
ADI-47213,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/55f7ae8901f7b50aa7e118d8d3ed2e00.pdb,True,True,True,120,110,H,L,2,True,False,
ADI-47215,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/50c8c63f5fbbba1cf3c53f4d0fec0620.pdb,True,True,True,122,107,H,L,2,True,False,
ADI-47216,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0854f43c80d13468c4de608a2e32f4c5.pdb,True,True,True,124,107,H,L,2,True,False,
ADI-47218,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/dde4276a506503206d308c60deee276b.pdb,True,True,True,123,107,H,L,2,True,False,
ADI-47219,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/042424c64566f9daba680603240f4d38.pdb,True,True,True,121,113,H,L,2,True,False,
ADI-47223,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f36678000a27e8fe29385f7b3dd6c74e.pdb,True,True,True,123,108,H,L,2,True,False,
ADI-47224,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c1262a1033e17c9f544720207a5a4af9.pdb,True,True,True,121,113,H,L,2,True,False,
ADI-47225,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b5bd1bd9e6db8dd7de352847bdf4f8fd.pdb,True,True,True,120,110,H,L,2,True,False,
ADI-47227,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b26f41819e91b9d7a6dfcdbd8affc8eb.pdb,True,True,True,125,113,H,L,2,True,False,
ADI-47228,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3e19632a2e3d6f03f67a537988cd2688.pdb,True,True,True,123,113,H,L,2,True,False,
ADI-47230,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/56739fda40643b01568b6cd706a62739.pdb,True,True,True,118,106,H,L,2,True,False,
ADI-47233,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d4a2522518630dc584ecaa420f35e488.pdb,True,True,True,127,108,H,L,2,True,False,
ADI-47234,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/262511c136af4f65d502fd80d727bb6f.pdb,True,True,True,125,107,H,L,2,True,False,
ADI-47236,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5d914d16baa750c8edbceaf8891bae77.pdb,True,True,True,126,107,H,L,2,True,False,
ADI-47238,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/71cf42e8327efa90ea073ec6304fa763.pdb,True,True,True,127,112,H,L,2,True,False,
ADI-47240,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8daf3e9859cb755fbbec6af9e52a2158.pdb,True,True,True,128,109,H,L,2,True,False,
ADI-47241,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f7cfdc0f031e0b673de27e2099a5add1.pdb,True,True,True,127,108,H,L,2,True,False,
ADI-47244,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e62a1b0d70e9f307b79f5ee4a55760d.pdb,True,True,True,130,107,H,L,2,True,False,
ADI-47247,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5e5fd47798a0ae3cd240afd24c73efcd.pdb,True,True,True,121,107,H,L,2,True,False,
ADI-47249,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/63e2cd7489177a3ed014d80d2d7a7db6.pdb,True,True,True,123,109,H,L,2,True,False,
ADI-47250,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/05ef524b10a9ccdfb39212b56b64783f.pdb,True,True,True,122,109,H,L,2,True,False,
ADI-47252,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/02dae6fc4b76724a464a98840329b241.pdb,True,True,True,118,107,H,L,2,True,False,
ADI-47254,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c34f293269f493229879b46ed0312511.pdb,True,True,True,125,108,H,L,2,True,False,
ADI-47258,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2f7f60c1d53d8682c18416941a41f19a.pdb,True,True,True,126,113,H,L,2,True,False,
ADI-47259,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/aa9934d752469df464c26b3ca76bb0b9.pdb,True,True,True,124,112,H,L,2,True,False,
ADI-47260,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ec2da7523498a8bf4e527440e48976f0.pdb,True,True,True,137,107,H,L,2,True,False,
ADI-47262,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9bb675db376a100fbafda7192f59e131.pdb,True,True,True,130,107,H,L,2,True,False,
ADI-47265,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b2b8adcb5e79bd26bc811193c282c9bc.pdb,True,True,True,130,109,H,L,2,True,False,
ADI-47267,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/18aa52a1994936af787af171dca9f8f9.pdb,True,True,True,117,107,H,L,2,True,False,
ADI-47280,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b64fc18c07215d4f8b43c3cfb264342c.pdb,True,True,True,123,108,H,L,2,True,False,
ADI-47283,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/faee5660488b660e32dcb5ce3565b748.pdb,True,True,True,124,113,H,L,2,True,False,
ADI-47284,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ecf67a6f2f03b1fec14b9a8d61631529.pdb,True,True,True,116,111,H,L,2,True,False,
ADI-47285,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/de9ff9cb4094dcec9b472682c5b9fc19.pdb,True,True,True,127,107,H,L,2,True,False,
ADI-47288,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3259e9583e3bd101b22437a20ae8cdaa.pdb,True,True,True,118,107,H,L,2,True,False,
ADI-47289,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b7030f453db7dd4cd74a09d83ac03ab4.pdb,True,True,True,119,108,H,L,2,True,False,
ADI-47292,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/eed1ece9b5de21a68c739c95e6515e9d.pdb,True,True,True,122,108,H,L,2,True,False,
ADI-47297,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4f451403372d32f552c4e6828b53f24f.pdb,True,True,True,118,107,H,L,2,True,False,
ADI-47300,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/37b734b14fb3748172a7c47b2a8b9afb.pdb,True,True,True,125,107,H,L,2,True,False,
ADI-47301,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2dd83ceb8b0ab52d070e290d072f6bf0.pdb,True,True,True,119,110,H,L,2,True,False,
ADI-47302,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4d36720184738a5f3e5078822b1acee0.pdb,True,True,True,125,107,H,L,2,True,False,
ADI-47308,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/cf157665574301c159dddf110833d575.pdb,True,True,True,126,107,H,L,2,True,False,
ADI-47309,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7a0f483c6c8c5e67bf3704680813de35.pdb,True,True,True,119,107,H,L,2,True,False,
ADI-47312,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/03eda54c93cd5bd0722deaa544287881.pdb,True,True,True,118,107,H,L,2,True,False,
ADI-47316,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6fcf1d7d3da8dc66b2ab0625f0ded3f7.pdb,True,True,True,122,110,H,L,2,True,False,
ADI-47317,ABodyBuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b9c670627e59bff83fe04990f1b23ffa.pdb,True,True,True,125,110,H,L,2,True,False,
